Num_ID	Isolate	Genotype	Surf	Surface	Tray	Time	GenoS	Category	Image	Lesion.0.m.cx	Lesion.0.m.cy	Lesion.0.m.majoraxis	Lesion.0.m.eccentricity	Lesion.0.m.theta	Lesion.0.s.area	Lesion.0.s.perimeter	Lesion.0.s.radius.mean	Lesion.0.s.radius.sd	Lesion.0.s.radius.min	Lesion.0.s.radius.max	Lesion.red.m.cx	Lesion.red.m.cy	Lesion.red.m.majoraxis	Lesion.red.m.eccentricity	Lesion.red.m.theta	Lesion.grn.m.cx	Lesion.grn.m.cy	Lesion.grn.m.majoraxis	Lesion.grn.m.eccentricity	Lesion.grn.m.theta	Lesion.blu.m.cx	Lesion.blu.m.cy	Lesion.blu.m.majoraxis	Lesion.blu.m.eccentricity	Lesion.blu.m.theta	Lesion.redgrn.m.cx	Lesion.redgrn.m.cy	Lesion.redgrn.m.majoraxis	Lesion.redgrn.m.eccentricity	Lesion.redgrn.m.theta	Lesion.redblu.m.cx	Lesion.redblu.m.cy	Lesion.redblu.m.majoraxis	Lesion.redblu.m.eccentricity	Lesion.redblu.m.theta	Lesion.grnblu.m.cx	Lesion.grnblu.m.cy	Lesion.grnblu.m.majoraxis	Lesion.grnblu.m.eccentricity	Lesion.grnblu.m.theta	Lesion.Bred.m.cx	Lesion.Bred.m.cy	Lesion.Bred.m.majoraxis	Lesion.Bred.m.eccentricity	Lesion.Bred.m.theta	Lesion.Bgrn.m.cx	Lesion.Bgrn.m.cy	Lesion.Bgrn.m.majoraxis	Lesion.Bgrn.m.eccentricity	Lesion.Bgrn.m.theta	Lesion.Bblu.m.cx	Lesion.Bblu.m.cy	Lesion.Bblu.m.majoraxis	Lesion.Bblu.m.eccentricity	Lesion.Bblu.m.theta	Lesion.Bredgrn.m.cx	Lesion.Bredgrn.m.cy	Lesion.Bredgrn.m.majoraxis	Lesion.Bredgrn.m.eccentricity	Lesion.Bredgrn.m.theta	Lesion.Bredblu.m.cx	Lesion.Bredblu.m.cy	Lesion.Bredblu.m.majoraxis	Lesion.Bredblu.m.eccentricity	Lesion.Bredblu.m.theta	Lesion.Bgrnblu.m.cx	Lesion.Bgrnblu.m.cy	Lesion.Bgrnblu.m.majoraxis	Lesion.Bgrnblu.m.eccentricity	Lesion.Bgrnblu.m.theta	Leaf.0.m.cx	Leaf.0.m.cy	Leaf.0.m.majoraxis	Leaf.0.m.eccentricity	Leaf.0.m.theta	Leaf.0.s.area	Leaf.0.s.perimeter	Leaf.0.s.radius.mean	Leaf.0.s.radius.sd	Leaf.0.s.radius.min	Leaf.0.s.radius.max	Leaf.red.m.cx	Leaf.red.m.cy	Leaf.red.m.majoraxis	Leaf.red.m.eccentricity	Leaf.red.m.theta	Leaf.grn.m.cx	Leaf.grn.m.cy	Leaf.grn.m.majoraxis	Leaf.grn.m.eccentricity	Leaf.grn.m.theta	Leaf.blu.m.cx	Leaf.blu.m.cy	Leaf.blu.m.majoraxis	Leaf.blu.m.eccentricity	Leaf.blu.m.theta	Leaf.redgrn.m.cx	Leaf.redgrn.m.cy	Leaf.redgrn.m.majoraxis	Leaf.redgrn.m.eccentricity	Leaf.redgrn.m.theta	Leaf.redblu.m.cx	Leaf.redblu.m.cy	Leaf.redblu.m.majoraxis	Leaf.redblu.m.eccentricity	Leaf.redblu.m.theta	Leaf.grnblu.m.cx	Leaf.grnblu.m.cy	Leaf.grnblu.m.majoraxis	Leaf.grnblu.m.eccentricity	Leaf.grnblu.m.theta	Leaf.Bred.m.cx	Leaf.Bred.m.cy	Leaf.Bred.m.majoraxis	Leaf.Bred.m.eccentricity	Leaf.Bred.m.theta	Leaf.Bgrn.m.cx	Leaf.Bgrn.m.cy	Leaf.Bgrn.m.majoraxis	Leaf.Bgrn.m.eccentricity	Leaf.Bgrn.m.theta	Leaf.Bblu.m.cx	Leaf.Bblu.m.cy	Leaf.Bblu.m.majoraxis	Leaf.Bblu.m.eccentricity	Leaf.Bblu.m.theta	Leaf.Bredgrn.m.cx	Leaf.Bredgrn.m.cy	Leaf.Bredgrn.m.majoraxis	Leaf.Bredgrn.m.eccentricity	Leaf.Bredgrn.m.theta	Leaf.Bredblu.m.cx	Leaf.Bredblu.m.cy	Leaf.Bredblu.m.majoraxis	Leaf.Bredblu.m.eccentricity	Leaf.Bredblu.m.theta	Leaf.Bgrnblu.m.cx	Leaf.Bgrnblu.m.cy	Leaf.Bgrnblu.m.majoraxis	Leaf.Bgrnblu.m.eccentricity	Leaf.Bgrnblu.m.theta	Lesion.Size	Leaf.Size	Lesion.Prop	Leaf.Grn	Leaf.Ylw	Lesion.Grn	Lesion.Ylw
54	2.04.17	b2b3	D	Abaxial	T17	H72	b2b3_D	Indolics	1390	701.4379303	1524.002443	109.9904602	0.86285076	0.20673772	4503	259	38.42870292	10.49729845	16.9981549	55.60557293	700.9086133	1524.207034	112.9235147	0.870169567	0.207769555	700.8303097	1524.191986	113.2724549	0.871424041	0.208735403	700.7674379	1524.293407	113.4582368	0.882874624	0.208684746	695.5229942	1524.570259	145.736434	0.93421855	0.188363034	699.5683116	1525.508894	112.9051746	0.822880073	0.272000633	685.0181654	1533.594439	148.9499976	0.963803459	0.500668582	700.6643081	1524.037324	112.8595919	0.870988684	0.213912462	700.4952435	1524.045946	113.3996757	0.875516135	0.217141186	700.0584586	1525.571863	115.4154541	0.902907511	0.221660922	686.7815027	1521.280599	151.0350122	0	0.19536559	698.0233267	1522.31478	109.508668	0.785689734	0.351267509	606.1918252	1534.353474	182.1473953	0	1.236412067	715.5278701	1531.350486	228.3579381	0.922465833	0.190642918	15644	540	76.83966953	24.3684033	38.75205844	117.1559889	713.1094121	1531.936747	232.691002	0.928921423	0.190369716	714.1518792	1532.137428	233.4020956	0.927788407	0.18867029	713.2734808	1529.590834	230.7307318	0.924474683	0.205508537	698.5314032	1532.799982	256.4406063	0.952823418	0.191944616	713.8383054	1540.178812	231.4504494	0.938764458	0.125409197	715.9194639	1543.875872	243.9634765	0.947271648	0.101602713	710.7431462	1531.944104	232.9697872	0.930630901	0.193007009	712.340877	1532.175302	233.9709032	0.929311089	0.190342698	710.5519305	1527.977863	221.9390868	0.926098762	0.218538311	688.3163723	1531.800023	248.2223522	0.957056641	0.196189912	716.0699926	1542.180448	242.9945652	0.948043618	0.141176663	719.3560012	1545.837213	252.2616119	0.953260311	0.116912524	4503	15644	0.287841984	1011	7239	9	1142
42	A517	b2b3	U	Adaxial	T17	H72	b2b3_U	Indolics	1390	1090.997864	1346.541542	150.1884609	0.837770045	0.432041753	9364	377	57.4109067	13.25946671	36.40389128	86.21458215	1091.190849	1347.48924	151.2666697	0.843215644	0.419904131	1090.907975	1347.469262	152.6512662	0.843010856	0.421351055	1090.783047	1346.971154	149.9521533	0.836296886	0.41487162	1091.027165	1356.230744	173.8642089	0.903214873	0.338970163	1092.258968	1349.583876	155.9999825	0.863273699	0.427189533	1090.598797	1352.927381	176.5423584	0.882473292	0.422403145	1091.543003	1347.671672	152.4988319	0.845381812	0.412358207	1091.054933	1347.561224	153.0856453	0.842609485	0.417320579	1090.199159	1348.647961	153.1460441	0.849316277	0.399799311	1092.763946	1358.057659	181.7560346	0.911296434	0.310008729	1095.720518	1348.848951	156.2069743	0.872428968	0.435428843	1094.090517	1350.556529	171.6104337	0.87252013	0.479898419	1097.577722	1353.711957	236.9011114	0.874320084	0.344972132	20792	577	87.08541969	23.95850867	53.62326014	134.4834651	1098.048069	1354.7332	235.3508995	0.882456517	0.344727072	1098.125098	1355.292414	239.3344234	0.882943596	0.3401189	1100.281065	1349.057275	234.67776	0.87398015	0.381793645	1112.023437	1366.812945	259.8976761	0.952923713	0.286255682	1095.99627	1360.342281	222.8409649	0.917969027	0.34434653	1093.166575	1367.524082	253.1334997	0.931970758	0.291460892	1099.650005	1355.43161	238.1130163	0.887308678	0.347274972	1099.585417	1356.141916	242.2371902	0.886569412	0.341277877	1101.644031	1346.395043	227.9523453	0.880827176	0.416185135	1110.290334	1364.4654	257.3352992	0.967808588	0.282870901	1100.853093	1360.096282	225.3946964	0.946836449	0.359691742	1096.205244	1368.761575	261.3036143	0.945742622	0.281004311	9364	20792	0.450365525	6357	2490	331	6771
52	A517	b2b3	D	Abaxial	T17	H72	b2b3_D	Indolics	1390	1146.020687	1518.573366	131.2427699	0.751156975	0.128618313	8846	328	52.95445445	8.401893055	36.18742432	68.62761246	1146.522902	1518.180552	134.3821404	0.763987187	0.122984797	1146.395149	1518.271765	134.4895112	0.762903582	0.127403977	1146.23747	1518.658874	133.3792094	0.754640472	0.135940231	1149.938691	1516.807899	158.4567927	0.827769245	0.097310501	1150.326146	1513.490451	136.5607655	0.822108572	0.098123126	1153.511534	1510.447224	164.9370413	0.863529294	0.17695139	1146.53142	1518.559873	134.7293791	0.760685992	0.13584508	1146.361161	1518.618242	134.7137293	0.760805337	0.138095301	1145.743429	1517.917973	134.5883536	0.754676081	0.142641895	1148.329837	1519.908675	161.3881772	0.823734639	0.151565432	1161.06503	1518.866536	110.9580519	0.910261494	0.029347459	1214.888104	1537.024917	0	0	-1.08209553	1164.611242	1519.22625	247.6008285	0.874097987	-0.035775621	22842	605	90.1907355	24.13760038	54.09663108	139.390198	1166.149118	1518.255052	248.3623747	0.883496754	-0.031956587	1166.506667	1518.251023	250.5622701	0.882953198	-0.031320246	1163.672149	1522.16139	236.9526227	0.860343055	-0.062336615	1181.692591	1513.136044	253.729102	0.915393377	-0.005502098	1178.471891	1513.533238	288.4018744	0.93625335	-0.005685723	1180.541729	1510.53077	303.6545373	0.935352144	0.025488613	1166.944909	1518.048455	249.9115852	0.885351498	-0.028881905	1167.147486	1517.906923	252.2305386	0.883981789	-0.027689493	1163.213919	1523.90235	224.463944	0.855263494	-0.09886862	1181.925162	1515.322531	254.1676177	0.932326641	-0.012720563	1180.673914	1516.173081	284.314294	0.950576088	-0.025141267	1180.422335	1510.396587	306.6544849	0.940596252	0.034778912	8846	22842	0.387269066	2374	9221	171	6349
45	KernB1	b2b3	U	Adaxial	T17	H72	b2b3_U	Indolics	1390	1565.317154	1346.452252	101.1054566	0.688092825	-0.166091059	5707	262	42.3661823	5.81190975	31.10042925	52.73207576	1565.654509	1347.250704	101.8664007	0.699373916	-0.173690471	1565.709032	1347.222442	103.1707296	0.704396076	-0.178457644	1566.073028	1347.532775	98.88236669	0.683060104	-0.224133771	1568.36459	1352.801778	114.4105393	0.803837691	-0.252310319	1565.766176	1346.813122	114.6835614	0.76653084	-0.094802742	1568.726858	1349.13838	133.3735716	0.814380709	-0.172361878	1566.067805	1346.8937	102.3972234	0.692323495	-0.199588739	1566.146055	1346.825255	103.8110572	0.703254295	-0.207986171	1565.97421	1349.298946	99.64046151	0.717291294	-0.203230289	1569.844478	1353.809505	117.9697525	0.825434527	-0.250964344	1568.244619	1341.323292	116.9836675	0.771857382	-0.063488468	1577.140396	1337.903252	133.8525646	0.831354218	-0.169905197	1573.090721	1360.159554	271.2263208	0.902210719	-0.006119564	23666	677	97.37465993	32.44077746	49.97385353	159.7921349	1575.486803	1360.726833	269.7594245	0.912392073	-0.001684111	1574.996496	1361.380539	273.7466171	0.912413567	-0.005007947	1580.182409	1355.420531	265.7671855	0.90104137	0.026792386	1595.438344	1360.932606	280.0080658	0.954465404	0.012756871	1590.478473	1361.583444	224.5219344	0.962133857	0.060085651	1573.116251	1369.748186	275.3117852	0.944062242	-0.018342307	1577.780938	1361.218093	275.3882604	0.918076484	0.001044831	1576.90932	1361.990484	279.0421025	0.916809328	-0.003575941	1580.788778	1352.777097	247.4188149	0.894490864	0.053247121	1598.405758	1356.958055	285.7150591	0.977640236	0.037583518	1611.383851	1358.56446	162.9348451	0	0.297117089	1580.215119	1370.341215	282.4453464	0.955763936	-0.016286519	5707	23666	0.241147638	12120	3841	69	2725
51	KernB1	b2b3	D	Abaxial	T17	H72	b2b3_D	Indolics	1390	1587.758649	1495.644905	147.1232703	0.892623663	0.051520911	7429	332	50.51559176	14.4770298	25.87051156	77.13632273	1588.223036	1496.240438	150.7660705	0.899048184	0.049058856	1587.763941	1496.385277	151.2026769	0.899048913	0.048374853	1587.179381	1496.952091	147.8026839	0.895629164	0.030426161	1589.545921	1499.610435	174.8866146	0.927219579	0.02992512	1604.611345	1480.540123	180.7432429	0	0.402446007	1617.805404	1471.323461	249.4758979	0	0.442660906	1588.332891	1495.801994	150.534695	0.89552338	0.045315999	1587.681197	1496.097837	150.9936266	0.89603257	0.04526235	1586.934632	1497.477219	148.4648986	0.8965926	0.019266131	1589.064307	1499.824109	178.1006027	0.924756374	0.019973604	1618.685434	1461.757524	199.1802178	0	0.563371018	2289.220163	640.746182	1005.036132	0	0.671936978	1589.940341	1505.255968	269.8971989	0.919163742	0.017697709	22327	606	89.49620045	27.76508378	48.19638591	136.6153469	1590.334855	1506.513111	270.0949667	0.926937306	0.016498486	1590.195758	1506.593485	273.0854267	0.927295376	0.01719468	1591.180695	1503.97725	257.8459997	0.917227775	0.006540876	1595.028355	1507.572753	273.2813201	0.944483491	-0.003297477	1588.335345	1517.198033	313.8026455	0.955398098	0.0346517	1585.786837	1517.51711	329.9379791	0.959315009	0.048291047	1589.980483	1507.033733	272.6231823	0.928556206	0.015517402	1589.847414	1507.002687	275.5156246	0.928595732	0.01726021	1591.818838	1502.839783	247.0909366	0.917567547	-0.004427085	1595.307608	1508.389576	270.8274059	0.951127014	-0.0176281	1586.769982	1519.359362	309.7546455	0.961754279	0.032311983	1583.701704	1518.508112	330.0651924	0.961810346	0.056786569	7429	22327	0.332736149	1970	11666	102	3509
46	KT	b2b3	U	Adaxial	T17	H72	b2b3_U	Indolics	1390	2054.306008	1349.521192	117.2191572	0.783642277	0.112754054	6441	298	46.11011186	9.264261936	31.86818743	65.09407875	2054.667842	1350.5792	119.3004752	0.800640688	0.093225934	2054.693217	1350.435459	119.5238607	0.800136191	0.094411934	2055.035691	1350.79741	119.1824709	0.805070605	0.075797866	2056.939877	1355.200387	132.4011676	0.873770201	0.028993318	2053.00694	1358.592166	134.9073251	0.914005497	0.047158107	2103.298996	1524.513046	382.2482743	0	-0.22588403	2054.729841	1350.3762	118.4560051	0.796818809	0.080609144	2054.547358	1350.290885	117.9448658	0.797153217	0.076152063	2055.540474	1352.153421	121.3980967	0.836501319	0.05112188	2054.779523	1351.687395	115.4532607	0.821604014	-0.014935104	2046.544081	1373.716994	102.9941885	0	-0.205657435	2057.186958	1330.214196	138.6970849	0	0.64786685	2052.440509	1355.230442	264.7063113	0.907491285	-0.005285132	22331	648	93.64959619	30.27141211	50.47957956	152.1061591	2053.731255	1356.823081	265.7940262	0.918155292	0.000395226	2052.944829	1356.962819	269.9392946	0.917738672	-0.00150514	2060.472802	1351.733194	255.3608048	0.905020054	0.007611145	2070.229565	1359.267162	298.0622898	0.953007313	0.003935535	2044.020996	1366.098606	260.1660993	0.948414541	0.026484148	2033.036564	1369.420756	285.7267542	0.948894533	0.040638773	2055.685976	1357.554748	271.4195699	0.922809018	0.001550246	2054.482944	1357.796461	275.0710473	0.921222183	-0.000852362	2061.937659	1349.250099	239.2286395	0.900679941	0.024897046	2075.674251	1354.490276	302.2788233	0.973603785	0.029643099	2057.623184	1366.490731	259.3457878	0.968501393	0.00404296	2039.991952	1371.151205	298.9378998	0.959106251	0.023386667	6441	22331	0.28843312	8163	5199	36	3294
53	KT	b2b3	D	Abaxial	T17	H72	b2b3_D	Indolics	1390	2067.18652	1532.126332	120.031984	0.811700336	0.095489291	6380	304	45.30448258	10.13557658	20.36430375	65.18531982	2066.77662	1532.775445	122.7666548	0.821807591	0.098405954	2066.627827	1532.872511	123.956465	0.823942891	0.097208644	2067.054444	1532.983345	121.3643356	0.814513016	0.069192062	2060.994836	1537.267726	147.6759459	0.893106743	0.142329973	2065.19486	1532.077744	143.6090267	0.873560347	0.242563819	2057.905619	1542.044049	212.283958	0.944628918	0.266580197	2066.555399	1532.05099	121.9984562	0.815515075	0.103899573	2066.282003	1532.363638	123.7342657	0.819875367	0.101675559	2066.475798	1533.772939	121.863991	0.821192115	0.049061217	2051.799459	1534.043349	144.4920544	0.914731774	0.137658989	2068.938601	1524.850871	150.9482864	0.960225525	0.408686828	2064.136113	1526.610169	294.328717	0.993740561	0.406970615	2069.058535	1539.108115	243.691127	0.903363477	0.244185757	19766	547	83.44701061	23.8472431	48.2455303	127.0340341	2069.433029	1541.086043	245.8665359	0.913109558	0.236356783	2069.40151	1540.945022	247.9393285	0.912460521	0.237816918	2068.974262	1537.798542	235.0244278	0.894725088	0.266781447	2068.178513	1545.521697	258.6336288	0.939932352	0.257765419	2070.439843	1547.401881	281.7535178	0.946655635	0.206226281	2069.478312	1549.001259	298.9370234	0.951154311	0.198999727	2069.78845	1541.725355	247.299152	0.914023263	0.235753397	2069.624194	1541.544524	249.267284	0.91288983	0.236792289	2068.90079	1536.030511	224.5913358	0.893176499	0.298404721	2068.255699	1545.649307	259.015941	0.948945373	0.255451828	2070.747072	1548.854232	280.2096694	0.952153045	0.208346333	2068.89992	1550.539493	299.8679696	0.954069207	0.191072039	6380	19766	0.322776485	1946	9853	140	4550
43	Pepper	b2b3	U	Adaxial	T17	H72	b2b3_U	Indolics	1390	2420.746229	1345.024811	184.8893903	0.918418191	-0.057248439	10076	431	62.44805098	20.2368453	37.47384084	102.8469055	2419.149611	1345.241135	186.2208634	0.920164812	-0.058646494	2419.402559	1345.330423	188.8410772	0.922418282	-0.060225381	2419.181511	1344.771976	181.9341198	0.915649299	-0.062557446	2405.753991	1347.893141	204.4048005	0.938269418	-0.063984922	2417.168417	1346.615942	209.1723954	0.936490952	-0.067788691	2416.731916	1347.943944	245.4101137	0.955106856	-0.082306906	2419.422804	1344.856293	186.8908248	0.920117534	-0.066165091	2419.715868	1344.963169	189.6839449	0.9234304	-0.068394211	2415.624491	1345.724987	179.7152123	0.915430168	-0.058121547	2401.947786	1346.79878	197.6321182	0.935734222	-0.123393048	2430.061599	1343.289101	206.9577913	0.936090422	-0.072967592	2441.313756	1340.430226	246.6268069	0.966813449	-0.113262636	2422.557483	1347.6264	249.6239687	0.909931591	0.038518541	19371	628	88.67786186	29.81386531	46.5159297	145.5749173	2420.436559	1348.093284	250.0494188	0.915134866	0.045679263	2420.776301	1348.438121	253.5077838	0.9154613	0.043440435	2427.547402	1344.812709	247.0176804	0.911080214	0.040853356	2407.453681	1350.959736	273.9702957	0.943190561	0.07860917	2397.445426	1352.388965	237.5128365	0.905035748	0.090926012	2395.027494	1356.500644	254.8114754	0.917239212	0.107938546	2420.904865	1348.780552	255.271224	0.91860545	0.050285787	2421.199947	1349.202432	258.1811499	0.918011635	0.047580065	2428.573404	1342.55499	234.3785709	0.909585182	0.036801445	2413.569882	1349.565201	294.6024915	0.964049234	0.081170739	2398.204561	1353.169743	241.384246	0.913655202	0.097264873	2396.909641	1358.191191	263.7776475	0.925987292	0.111349127	10076	19371	0.520159001	2264	5137	346	5503
55	Pepper	b2b3	D	Abaxial	T17	H72	b2b3_D	Indolics	1390	2428.321857	1535.680401	135.0826225	0.861401577	0.126735865	7087	319	49.01640475	12.25820451	30.43627329	74.08175581	2428.157145	1536.327607	138.5205301	0.874535551	0.125134242	2428.31261	1536.436608	138.9222417	0.873599857	0.125161589	2428.59763	1535.705863	137.6319652	0.87906753	0.123066441	2427.355862	1539.511152	163.8628132	0.933894136	0.118291789	2425.445357	1543.430064	152.4882245	0.875179644	0.18266719	2425.515221	1552.299951	176.1348834	0.948037458	0.173130995	2428.342972	1536.460466	138.9720347	0.876256739	0.128903616	2428.459558	1536.64223	139.3474854	0.875338732	0.129094282	2428.853962	1536.838816	140.0901632	0.893713525	0.117342398	2430.618932	1540.20707	164.8250954	0.930279329	0.136505369	2423.532869	1541.107497	140.2208691	0.783067614	0.36336352	2419.002616	1557.520386	178.3679295	0.94932668	0.414624483	2431.532954	1535.546748	193.2477215	0.876788866	0.100633702	13701	478	69.78915676	19.6775709	41.0892877	106.2662395	2431.42875	1536.443653	196.6729433	0.88926873	0.095868199	2431.632478	1536.502103	197.6985684	0.88806149	0.095634413	2432.350745	1533.23703	191.6415642	0.874870615	0.111278526	2430.438	1540.095911	230.2673492	0.951400465	0.085872677	2425.241346	1547.625332	220.7142281	0.937218805	0.100150958	2425.778975	1550.925551	233.3866553	0.950494297	0.096902147	2432.26357	1536.806185	200.2211977	0.893833564	0.092155574	2432.346537	1536.914786	200.6512973	0.891733558	0.092119327	2431.870348	1531.454611	182.5516605	0.867350308	0.12928672	2433.233019	1540.451199	236.6606164	0.961469492	0.073660124	2428.195454	1548.506097	226.3737757	0.949236317	0.083161407	2428.308179	1551.38564	240.8905608	0.957740275	0.076471429	7087	13701	0.517261514	1350	3919	111	5659
48	Rasp	b2b3	U	Adaxial	T17	H72	b2b3_U	Indolics	1390	2832.572621	1354.055395	114.8970015	0.748200214	-0.000400547	6589	304	46.7514613	8.4769136	36.48758855	65.45384603	2832.99901	1355.100668	116.5752726	0.765564977	-0.018913398	2833.068032	1355.110579	117.328943	0.76556886	-0.01702794	2832.294626	1354.599297	113.0048791	0.74957011	-0.055347247	2835.963928	1361.990652	133.075904	0.854727964	-0.058670087	2841.561857	1364.81556	143.2873394	0.91404404	-0.009359799	2848.68616	1373.278137	159.5826396	0	-0.139136423	2833.234946	1355.170389	116.0538687	0.765797421	-0.015954634	2833.267033	1355.260897	116.696233	0.766327915	-0.007932131	2832.024512	1355.928336	115.1650704	0.778707303	-0.066415545	2839.071919	1362.010881	123.4830656	0.820378711	0.076873127	2877.931622	1378.08244	25.71426057	0	-0.606650031	2696.773232	1262.177433	183.3332135	0	-1.014768353	2832.954612	1358.577957	242.9664384	0.906566721	-0.05855448	19190	580	84.18128019	25.55857379	49.73450885	133.1269578	2833.903826	1359.195862	241.4813648	0.912034625	-0.058397692	2833.504776	1359.341618	245.3486253	0.91304722	-0.0599072	2834.438173	1355.940273	230.0266406	0.900697422	-0.056043919	2836.736218	1363.646067	247.9454505	0.941158867	-0.064312595	2838.344038	1364.047011	252.6114663	0.933702907	-0.018201486	2833.418779	1365.522444	273.4578953	0.937723321	-0.04085786	2834.911964	1359.489456	243.8025488	0.914531613	-0.060440638	2834.320838	1359.70647	247.7350964	0.914682653	-0.062738612	2834.239637	1354.137764	212.7022579	0.894697165	-0.02871493	2839.154019	1361.371909	248.65131	0.960521895	-0.055540525	2843.150287	1363.669608	240.4777974	0.945696308	0.004736127	2835.882755	1365.674728	273.9196159	0.942557749	-0.045735499	6589	19190	0.343355915	4743	7023	125	4877
59	Rasp	b2b3	D	Abaxial	T17	H72	b2b3_D	Indolics	1390	2826.070778	1549.871009	147.8063254	0.856821126	-0.043634711	8675	347	54.23535783	13.15702462	34.37034597	81.15517347	2826.178224	1549.557994	150.9965511	0.865999865	-0.04730458	2826.204138	1549.4451	151.4791096	0.865547217	-0.044131694	2826.764532	1549.402448	147.3359506	0.857854932	-0.048151376	2827.386724	1548.090522	174.4573384	0.913107738	-0.057894483	2814.441179	1546.48864	184.4281866	0.884464607	-0.006200883	2795.660444	1534.40931	217.7139922	0.929565652	-0.088984732	2825.878775	1549.705753	151.0971576	0.861490579	-0.045631115	2826.164192	1549.666129	151.4233818	0.862328515	-0.042441406	2826.05811	1548.104492	147.7901457	0.857464564	-0.038002876	2826.905838	1548.57181	174.3134895	0.893451165	-0.028927076	2799.797138	1563.616838	209.4287982	0.964063783	0.11820217	2865.236563	1504.443442	0	0	1.183122435	2835.682619	1550.71613	228.6642473	0.896369961	-0.107370255	17427	564	82.04735315	25.98083045	46.79832155	131.6651052	2837.171209	1550.125427	232.1207295	0.907819597	-0.111868972	2836.637367	1550.030021	232.8152604	0.905823835	-0.110368972	2836.728364	1552.194718	225.0292929	0.891159804	-0.119349379	2842.22826	1547.249117	261.6827847	0.953353463	-0.133721481	2838.681728	1539.775197	274.3046817	0.942548734	-0.072420056	2829.640521	1535.439137	286.0295231	0.947151108	-0.069013681	2838.620732	1550.091698	237.190153	0.915092613	-0.112570386	2837.529564	1549.998737	236.5103468	0.911388766	-0.111990583	2835.354199	1552.971928	216.9473065	0.883434517	-0.123346681	2845.784213	1547.074247	267.4910428	0.962527997	-0.127632982	2842.930994	1540.135899	279.9295984	0.951624425	-0.073003119	2831.550659	1535.889103	291.7635557	0.95371135	-0.075170113	8675	17427	0.497790784	1330	4951	61	4192
50	Rose	b2b3	U	Adaxial	T17	H72	b2b3_U	Indolics	1390	3235.909268	1360.870888	105.8817649	0.758826924	0.35257191	5654	260	42.40670171	6.985504377	28.7002639	53.71045373	3236.040811	1362.11894	108.1074159	0.78064499	0.318385708	3236.083863	1362.118908	108.0894974	0.775476182	0.322112079	3236.529211	1362.653213	108.0854246	0.78551095	0.285572377	3236.651632	1367.276285	117.0760104	0.884737279	0.180716751	3221.012391	1409.724909	210.4274756	0	0.292906677	3220.006014	1422.731652	234.5177308	0	0.287737418	3236.457633	1363.510157	108.8829749	0.809039398	0.300344492	3236.380007	1363.205429	108.5877657	0.796836881	0.309043725	3236.749434	1366.553308	111.6709651	0.85406444	0.237430273	3244.005706	1379.007124	114.7904254	0	0.016090027	3220.947636	1329.488279	335.5364527	0	1.075893879	3295.266286	1531.054473	194.1799877	0	-0.349361551	3228.992286	1362.924352	207.7294757	0.893393141	0.196106007	14779	520	73.70134638	21.50007144	36.5290823	116.6891697	3228.506864	1362.653295	205.2339052	0.891728083	0.189410159	3228.485617	1362.899159	206.0578448	0.89278841	0.19072948	3231.619962	1360.463077	192.9750382	0.860776408	0.168723385	3221.372873	1359.259133	199.9110315	0.902573784	0.09506886	3185.093409	1382.906526	227.5247691	0	0.499251917	3195.785914	1379.058256	234.7260289	0	0.418718806	3229.222116	1362.487963	203.2980604	0.891204823	0.188730081	3229.380587	1362.897328	204.9400408	0.892980052	0.191259971	3231.316038	1358.312172	174.5684964	0.828710163	0.129905632	3218.689254	1358.222527	194.1685007	0.91071426	0.072980109	3198.711647	1378.355228	221.9138116	0	0.383723824	3206.795708	1377.152084	235.4907368	0	0.334425385	5654	14779	0.382569863	3352	4741	2885	2537
58	Rose	b2b3	D	Abaxial	T17	H72	b2b3_D	Indolics	1390	3241.559206	1551.253583	140.2450856	0.805118495	0.117857547	9070	330	54.10959621	10.31986951	38.23183364	73.18507308	3240.623688	1550.588649	145.7248384	0.826992292	0.131586147	3241.362305	1550.670592	144.7468005	0.822101403	0.129664151	3241.312653	1551.084307	145.0436663	0.830045687	0.153395172	3235.728435	1547.452914	173.315028	0.904815017	0.162247438	3150.531128	1610.204984	428.6593442	0	0.631471358	3215.129025	1578.365373	211.0379924	0	0.534366479	3240.433416	1550.813811	147.558127	0.832309609	0.140517171	3241.304383	1550.932826	146.280911	0.826110651	0.134304322	3240.599911	1550.877815	146.4061707	0.850429497	0.181093128	3235.537302	1548.485418	183.026891	0.917969623	0.191030879	3296.299291	1545.194629	272.8249448	0	-1.211070083	3644.542773	1408.459715	289.9961513	0	1.37580796	3238.217353	1551.860009	187.8810179	0.810181867	0.113958459	15951	473	73.89151328	15.38228167	55.52399319	105.5724578	3237.575551	1551.166623	191.6179539	0.823106126	0.11525053	3237.986606	1551.224582	190.70299	0.818900384	0.116168735	3239.677985	1553.414946	186.2563166	0.789460441	0.094207382	3232.630366	1547.010262	215.4791764	0.885284162	0.125148482	3279.941395	1581.030191	200.9595687	0	-1.074232055	3280.680044	1583.252493	186.63591	0	-1.060796221	3238.122548	1551.385428	194.559452	0.834678723	0.110768833	3238.144147	1551.363912	193.1247311	0.828595253	0.112760025	3240.086415	1554.26073	182.0776071	0.77903073	0.063476585	3233.431945	1546.615422	218.9729993	0.906337116	0.101100325	3331.561176	1619.331575	296.7148722	0	-1.01206197	3325.366592	1608.555796	253.0340458	0	-1.047673434	9070	15951	0.568616388	1053	2611	1392	6023
