Num_ID	Leaf	Num_ID.x	Directory	Camalexin_Plate	HPLC_Plate_Position	HPLC_Plate	HPLC_Row	HPLC_column	Plate_Position	Plate_Cam	Exp_Tray.x	Geno	Surface.x	Iso	Treatment	Flavo	P3min	Camalexin	Num_ID.y	Genotype	IsoSur	Isolate	Surface.y	Image	Exp_Tray.y	Image_Num	Lesion.0.m.cx	Lesion.0.m.cy	Lesion.0.m.majoraxis	Lesion.0.m.eccentricity	Lesion.0.m.theta	Lesion.0.s.area	Lesion.0.s.perimeter	Lesion.0.s.radius.mean	Lesion.0.s.radius.sd	Lesion.0.s.radius.min	Lesion.Size	Leaf.Size	Lesion.Prop	Leaf.Grn	Leaf.Ylw	Lesion.Grn	Lesion.Ylw	LEFcm	LEScm	LESPropcm	LEFYlwcm	LEFGrncm	Cam_LF	Cam_LP	Flavo_LF	P3_LF	P3_LP
110	T12-Cyp79-U-Ctrl	390	CC_FEB192019-2AD-6101.D	Cam_P09	P2-A-04	P2	A	4	P2-A-04	Cam_P09-A-4	T12	Cyp79	U	Ctrl	Control	70.13015	0	0	39	Cyp79	Ctrl-U	Ctrl	Up	T12_IMG_4102	T12	4102	363	1210.5	11.68246549	0.36396926	1.570796327	100	30	5.193344039	0.281385303	4.716990566	100	16597	0.006025185	15274	1030	0	85	2.085930745	0.012568119	7.57E-07	0.129451628	1.919654528	0	0	33.62055532	0	0
111	T12-MYB28-D-01_05_16	449	CC_FEB192019-2FH-9801.D	Cam_P09	P2-F-08	P2	F	8	P2-F-08	Cam_P09-F-8	T12	MYB28	D	01_05_16	Treatment	209.31026	0	164.24136	59	MYB28	01_05_16-D	01_05_16	Down	T12_IMG_4102	T12	4102	2252.578571	1729.295238	34.37677833	0.884346212	-0.177558937	420	76	11.68759974	3.306913536	6.212560996	420	14278	0.029415885	3707	8935	1	242	1.79447606	0.052786101	3.70E-06	1.122961451	0.465900179	91.52608031	2.161070526	116.6414335	0	0
112	T12-MYB28-D-02_04_12	429	CC_FEB192019-2DJ-ac01.D	Cam_P09	P2-D-10	P2	D	10	P2-D-10	Cam_P09-D-10	T12	MYB28	D	02_04_12	Treatment	161.23535	0	89.86731	56	MYB28	02_04_12-D	02_04_12	Down	T12_IMG_4102	T12	4102	2959.616745	1667.632665	93.69343284	0.867379949	-0.169695064	3392	216	33.36267008	8.195031384	19.54211032	3392	12149	0.279199934	1491	4409	68	1606	1.526900802	0.426310603	3.51E-05	0.554128376	0.187390657	58.85602382	0.416052361	105.59648	0	0
113	T12-MYB28-D-02_04_20	467	CC_FEB192019-2HF-8401.D	Cam_P09	P2-H-06	P2	H	6	P2-H-06	Cam_P09-H-6	T12	MYB28	D	02_04_20	Treatment	254.30692	11.69834	70.50703	58	MYB28	02_04_20-D	02_04_20	Down	T12_IMG_4102	T12	4102	1566.108186	1681.041091	89.66898747	0.861332493	0.009626567	3115	214	32.07522856	8.150435787	16.31788815	3115	15598	0.19970509	2037	9274	35	1546	1.960375234	0.391496913	2.51E-05	1.165567375	0.256012588	35.96608893	0.329472103	129.7235935	5.967398383	0.05466514
114	T12-MYB28-D-Apple517	474	CC_FEB202019-1BL-0501.D	Cam_P09	P1-B-12	P1	B	12	P1-B-12	Cam_P09-B-12	T12	MYB28	D	Apple517	Treatment	187.30504	15.01064	101.21399	54	MYB28	Apple517-D	Apple517	Down	T12_IMG_4102	T12	4102	3697.352123	1662.014885	105.4256032	0.871909328	-0.001554647	4098	248	37.70538474	10.53525008	19.54435525	4098	14670	0.279345603	1640	6303	157	2110	1.843743088	0.515041525	3.51E-05	0.792168554	0.206117155	54.8959292	0.408120927	101.5895551	8.141394591	0.060526774
115	T12-MYB28-D-Ctrl	402	CC_FEB192019-2BE-7001.D	Cam_P09	P2-B-05	P2	B	5	P2-B-05	Cam_P09-B-5	T12	MYB28	D	Ctrl	Control	222.93158	0	0	60	MYB28	Ctrl-D	Ctrl	Down	T12_IMG_4102	T12	4102	744.5	1725	13.81137569	0.583077503	0	122	34	5.778227814	0.523304912	5.024937811	122	17358	0.007028459	3684	11321	0	5	2.181574132	0.015333105	8.83E-07	1.422836775	0.463009512	0	0	102.1884046	0	0
116	T12-MYB28-U-01_05_16	458	CC_FEB192019-2GG-9101.D	Cam_P09	P2-G-07	P2	G	7	P2-G-07	Cam_P09-G-7	T12	MYB28	U	01_05_16	Treatment	229.4627	0	159.45189	53	MYB28	01_05_16-U	01_05_16	Up	T12_IMG_4102	T12	4102	1877.651261	1657.401261	29.55630853	0.695276588	0.429526937	476	79	11.85295424	1.967210634	7.13022368	476	13962	0.034092537	3107	10199	0	263	1.754760804	0.059824247	4.28E-06	1.281822478	0.390491464	90.86816259	2.018378354	130.7657998	0	0
117	T12-MYB28-U-02_04_12	439	CC_FEB192019-2EI-a501.D	Cam_P09	P2-E-09	P2	E	9	P2-E-09	Cam_P09-E-9	T12	MYB28	U	02_04_12	Treatment	97.9289	0	70.63638	55	MYB28	02_04_12-U	02_04_12	Up	T12_IMG_4102	T12	4102	2609.425172	1660.504696	52.07810505	0.651494759	-0.109335517	1597	136	22.23173722	2.609304043	17.84369006	1597	13758	0.116077918	5591	3267	0	531	1.72912184	0.200712864	1.46E-05	0.410600454	0.702683545	40.85101371	0.519385147	56.63504891	0	0
118	T12-MYB28-U-02_04_20	392	CC_FEB192019-2AF-7701.D	Cam_P09	P2-A-06	P2	A	6	P2-A-06	Cam_P09-A-6	T12	MYB28	U	02_04_20	Treatment	206.1403	0	162.59741	52	MYB28	02_04_20-U	02_04_20	Up	T12_IMG_4102	T12	4102	1180.372084	1619.374379	71.95926493	0.744712208	0.244187219	2615	179	28.808727	5.100244457	17.26186923	2615	15371	0.170125561	1826	5918	13	561	1.931845603	0.328656317	2.14E-05	0.743781295	0.229493857	84.16687635	0.908365419	106.7064053	0	0
119	T12-MYB28-U-Apple517	419	CC_FEB192019-2CK-aj01.D	Cam_P09	P2-C-11	P2	C	11	P2-C-11	Cam_P09-C-11	T12	MYB28	U	Apple517	Treatment	178.05879	0	233.65133	57	MYB28	Apple517-U	Apple517	Up	T12_IMG_4102	T12	4102	3315.099071	1677.011146	52.71205829	0.666957377	-0.275574274	1615	132	22.40294394	2.605736644	17.81066406	1615	10752	0.150204613	2605	2441	0	534	1.351324177	0.202975125	1.89E-05	0.30678779	0.327399505	172.9054612	1.770085833	131.7661543	0	0
120	T12-MYB28-U-Ctrl	412	CC_FEB192019-2CD-6301.D	Cam_P09	P2-C-04	P2	C	4	P2-C-04	Cam_P09-C-4	T12	MYB28	U	Ctrl	Control	117.67883	0	0	51	MYB28	Ctrl-U	Ctrl	Up	T12_IMG_4102	T12	4102	389	1522.5	11.68246549	0.36396926	1.570796327	100	30	5.193344039	0.281385303	4.716990566	100	10760	0.00929368	5066	5226	0	100	1.352329627	0.012568119	1.17E-06	0.65680991	0.636700919	0	0	87.01933884	0	0
121	T12-Pad3-D-01_05_16	438	CC_FEB192019-2EH-9701.D	Cam_P09	P2-E-08	P2	E	8	P2-E-08	Cam_P09-E-8	T12	Pad3	D	01_05_16	Treatment	110.63037	58.07781	0	44	Pad3	01_05_16-D	01_05_16	Down	T12_IMG_4102	T12	4102	2232.218402	1415.529389	102.0746316	0.766789296	0.19253233	5206	267	40.92221934	7.131815877	27.77740221	5206	24878	0.209261195	4346	15033	98	2684	3.126696696	0.654296286	2.63E-05	1.88936536	0.546210461	0	0	35.38250772	18.57481414	0.217519888
122	T12-Pad3-D-02_04_12	418	CC_FEB192019-2CJ-ab01.D	Cam_P09	P2-C-10	P2	C	10	P2-C-10	Cam_P09-C-10	T12	Pad3	D	02_04_12	Treatment	76.47534	0	0	42	Pad3	02_04_12-D	02_04_12	Down	T12_IMG_4102	T12	4102	2945.055851	1402.290629	109.9608672	0.671529198	0.142574003	6947	292	46.97811614	6.07388792	37.3648721	6947	18152	0.382712649	2545	8022	185	2966	2.281364998	0.873107241	4.81E-05	1.008214523	0.319858634	0	0	33.52174687	0	0
123	T12-Pad3-D-02_04_20	457	CC_FEB192019-2GF-8301.D	Cam_P09	P2-G-06	P2	G	6	P2-G-06	Cam_P09-G-6	T12	Pad3	D	02_04_20	Treatment	95.52799	19.22817	0	49	Pad3	02_04_20-D	02_04_20	Down	T12_IMG_4102	T12	4102	1496.985353	1444.574388	139.9958271	0.772759436	0.217443109	9558	371	56.54422745	11.09314108	39.90733676	9558	25642	0.372747836	2157	13265	185	3583	3.222717127	1.201260834	4.68E-05	1.667161013	0.271094331	0	0	29.64206483	5.96644671	0.051827951
124	T12-Pad3-D-Apple517	473	CC_FEB202019-1AL-0401.D	Cam_P09	P1-A-12	P1	A	12	P1-A-12	Cam_P09-A-12	T12	Pad3	D	Apple517	Treatment	10.17466	30.90239	0	48	Pad3	Apple517-D	Apple517	Down	T12_IMG_4102	T12	4102	3729.505545	1447.88564	106.1541811	0.611974341	0.038537052	6943	282	46.86246949	4.697676396	39.91960462	6943	20648	0.336255327	2270	10364	1732	4671	2.595065254	0.872604516	4.23E-05	1.302559875	0.285296306	0	0	3.920772314	11.90813601	0.109582943
125	T12-Pad3-D-Ctrl	391	CC_FEB192019-2AE-6901.D	Cam_P09	P2-A-05	P2	A	5	P2-A-05	Cam_P09-A-5	T12	Pad3	D	Ctrl	Control	71.09749	0	0	50	Pad3	Ctrl-D	Ctrl	Down	T12_IMG_4102	T12	4102	698.3611111	1431.361111	12.04313236	0.31986761	-0.785398163	108	31	5.421560401	0.275654905	4.907044353	108	19784	0.005458957	3126	16188	0	11	2.486476704	0.013573569	6.86E-07	2.034527137	0.392879406	0	0	28.59366826	0	0
126	T12-Pad3-U-01_05_16	448	CC_FEB192019-2FG-9001.D	Cam_P09	P2-F-07	P2	F	7	P2-F-07	Cam_P09-F-7	T12	Pad3	U	01_05_16	Treatment	109.34211	59.29642	0	47	Pad3	01_05_16-U	01_05_16	Up	T12_IMG_4102	T12	4102	1849.618435	1476.849289	82.36537795	0.719418937	-0.081474199	3656	207	33.91537755	4.861574979	26.78310058	3656	29032	0.125930008	22319	2395	123	2896	3.648776368	0.459490438	1.58E-05	0.301006455	2.805078526	0	0	29.96678858	16.25104255	0.286456135
127	T12-Pad3-U-02_04_12	428	CC_FEB192019-2DI-a401.D	Cam_P09	P2-D-09	P2	D	9	P2-D-09	Cam_P09-D-9	T12	Pad3	U	02_04_12	Treatment	108.18414	29.55933	0	45	Pad3	02_04_12-U	02_04_12	Up	T12_IMG_4102	T12	4102	2596.395576	1450.345889	125.3930487	0.857735587	-0.006791685	6239	294	45.75768097	11.20827197	28.98522529	6239	28317	0.220327012	14935	6288	24	3864	3.558914316	0.784124957	2.77E-05	0.790283336	1.877048603	0	0	30.3980738	8.305715558	0.100541939
128	T12-Pad3-U-02_04_20	466	CC_FEB192019-2HE-7601.D	Cam_P09	P2-H-05	P2	H	5	P2-H-05	Cam_P09-H-5	T12	Pad3	U	02_04_20	Treatment	92.81131	16.90845	0	41	Pad3	02_04_20-U	02_04_20	Up	T12_IMG_4102	T12	4102	1125.830564	1394.91923	104.8326245	0.695931603	-0.056073116	6079	279	43.86060311	6.072267739	33.19604208	6079	20006	0.303858842	10042	3159	136	1998	2.514377928	0.764015967	3.82E-05	0.397026886	1.262090531	0	0	36.91223541	6.724705069	0.060603763
129	T12-Pad3-U-Apple517	408	CC_FEB192019-2BK-ai01.D	Cam_P09	P2-B-11	P2	B	11	P2-B-11	Cam_P09-B-11	T12	Pad3	U	Apple517	Treatment	166.16258	0	0	43	Pad3	Apple517-U	Apple517	Up	T12_IMG_4102	T12	4102	3344.774545	1441.559318	93.31807279	0.754603772	0.109299536	4400	237	37.31442395	6.412126415	23.8244158	4400	25975	0.169393648	10700	10113	760	3363	3.264568964	0.552997245	2.13E-05	1.271013895	1.344788755	0	0	50.89878077	0	0
130	T12-Pad3-U-Ctrl	401	CC_FEB192019-2BD-6201.D	Cam_P09	P2-B-04	P2	B	4	P2-B-04	Cam_P09-B-4	T12	Pad3	U	Ctrl	Control	98.04315	0	0	46	Pad3	Ctrl-U	Ctrl	Up	T12_IMG_4102	T12	4102	355	1414	10.64229425	3.79E-06	1.570796327	89	28	4.877472991	0.259615252	4.472135955	89	25005	0.003559288	23949	801	0	89	3.142658207	0.011185626	4.47E-07	0.100670635	3.009938869	0	0	31.19752246	0	0
131	T12-m2829-D-01_05_16	405	CC_FEB192019-2BH-9401.D	Cam_P09	P2-B-08	P2	B	8	P2-B-08	Cam_P09-B-8	T12	m2829	D	01_05_16	Treatment	300.23376	80.47215	208.82014	16	m2829	01_05_16-D	01_05_16	Down	T12_IMG_4102	T12	4102	2212.893564	693.1881188	23.64164189	0.372066437	0.893543467	404	67	10.88586088	0.710276832	9.627050791	404	25249	0.016000634	4346	14455	0	29	3.173324418	0.050775202	2.01E-06	1.816721631	0.546210461	65.80485083	3.116718507	94.61174479	25.35894204	1.201076866
132	T12-m2829-D-02_04_12	470	CC_FEB192019-2HI-a801.D	Cam_P09	P2-H-09	P2	H	9	P2-H-09	Cam_P09-H-9	T12	m2829	D	02_04_12	Treatment	529.57948	87.38303	199.19358	18	m2829	02_04_12-D	02_04_12	Down	T12_IMG_4102	T12	4102	2953.248241	673.1337172	49.46896899	0.571658488	-0.183925017	1563	137	21.88000256	1.928526551	17.93801969	1563	29055	0.053794528	4016	14357	0	412	3.651667035	0.196439703	6.76E-06	1.804404874	0.504735667	54.54866998	1.453967737	145.0240328	23.92962698	0.637832336
133	T12-m2829-D-02_04_20	425	CC_FEB192019-2DF-8001.D	Cam_P09	P2-D-06	P2	D	6	P2-D-06	Cam_P09-D-6	T12	m2829	D	02_04_20	Treatment	796.05866	126.06748	655.86683	14	m2829	02_04_20-D	02_04_20	Down	T12_IMG_4102	T12	4102	1524.603661	671.2630907	70.11273724	0.775160825	0.175810141	2349	170	27.38947997	5.254326245	19.25455413	2349	24089	0.097513388	1828	13553	3	609	3.027534236	0.29522512	1.23E-05	1.703357196	0.229745219	216.6339929	3.858040176	262.9396063	41.64031525	0.741573412
134	T12-m2829-D-Apple517	478	CC_FEB202019-1FK-0101.D	Cam_P09	P1-F-11	P1	F	11	P1-F-11	Cam_P09-F-11	T12	m2829	D	Apple517	Treatment	423.1887	39.33333	263.23491	20	m2829	Apple517-D	Apple517	Down	T12_IMG_4102	T12	4102	3748.452407	682.4391768	64.46370755	0.536447115	0.868166443	2721	180	29.08907319	2.466889409	24.83213084	2721	26057	0.104424915	5331	8734	0	378	3.274874822	0.341978524	1.31E-05	1.097699531	0.670006435	80.38014408	1.462416167	129.2228629	12.01063617	0.2185185
135	T12-m2829-D-Ctrl	445	CC_FEB192019-2FD-6601.D	Cam_P09	P2-F-04	P2	F	4	P2-F-04	Cam_P09-F-4	T12	m2829	D	Ctrl	Control	364.93997	0	0	12	m2829	Ctrl-D	Ctrl	Down	T12_IMG_4102	T12	4102	689	663	10.64229425	0	0	89	28	4.877472991	0.259615252	4.472135955	89	21511	0.004137418	3774	17202	0	0	2.703528122	0.011185626	5.20E-07	2.161967866	0.474320819	0	0	134.9865633	0	0
136	T12-m2829-U-01_05_16	415	CC_FEB192019-2CG-8701.D	Cam_P09	P2-C-07	P2	C	7	P2-C-07	Cam_P09-C-7	T12	m2829	U	01_05_16	Treatment	763.54327	0	41.78576	15	m2829	01_05_16-U	01_05_16	Up	T12_IMG_4102	T12	4102	1856.407547	663.1811321	29.67360935	0.630205715	0.069183808	530	79	12.59849501	1.442456062	9.647969734	530	21919	0.024179935	19999	1204	77	326	2.754806049	0.066611032	3.04E-06	0.151320155	2.51349816	15.16831285	0.528933671	277.1677049	0	0
137	T12-m2829-U-02_04_12	395	CC_FEB192019-2AI-a101.D	Cam_P09	P2-A-09	P2	A	9	P2-A-09	Cam_P09-A-9	T12	m2829	U	02_04_12	Treatment	300.47797	107.48512	269.49223	17	m2829	02_04_12-U	02_04_12	Up	T12_IMG_4102	T12	4102	2598.255019	663.1134021	53.84699347	0.568828773	0.70302642	1843	146	23.84395288	2.27419289	19.46456524	1843	34164	0.053945674	16819	13941	0	634	4.293772246	0.231630437	6.78E-06	1.752121499	2.113831969	62.76351296	1.845837192	69.97995069	25.03279491	0.736199452
138	T12-m2829-U-02_04_20	435	CC_FEB192019-2EE-7301.D	Cam_P09	P2-E-05	P2	E	5	P2-E-05	Cam_P09-E-5	T12	m2829	U	02_04_20	Treatment	385.41861	110.23856	603.2826	13	m2829	02_04_20-U	02_04_20	Up	T12_IMG_4102	T12	4102	1147.607344	698.3315849	62.20119647	0.450355764	0.80968228	2669	180	28.71978285	2.295022614	23.42081814	2669	28060	0.095117605	7406	17008	0	886	3.526614249	0.335443102	1.20E-05	2.137585715	0.930794908	171.0656617	3.35157	109.2885648	31.2590355	0.612436444
139	T12-m2829-U-Apple517	461	CC_FEB192019-2GJ-af01.D	Cam_P09	P2-G-10	P2	G	10	P2-G-10	Cam_P09-G-10	T12	m2829	U	Apple517	Treatment	300.90398	110.61172	291.71401	19	m2829	Apple517-U	Apple517	Up	T12_IMG_4102	T12	4102	3338.070028	726.259944	52.04144605	0.537095357	0.524653949	1785	136	23.45701627	1.750047873	20.44953939	1785	30143	0.059217729	18507	9200	13	1203	3.788408172	0.224340928	7.44E-06	1.156266967	2.325981821	77.00173707	2.144955956	79.42755013	29.19741352	0.813321471
140	T12-m2829-U-Ctrl	454	CC_FEB192019-2GC-5901.D	Cam_P09	P2-G-03	P2	G	3	P2-G-03	Cam_P09-G-3	T12	m2829	U	Ctrl	Control	635.82019	0	0	11	m2829	Ctrl-U	Ctrl	Up	T12_IMG_4102	T12	4102	333	666	10.64229425	1.43E-06	0	89	28	4.877472991	0.259615252	4.472135955	89	22856	0.003893945	21534	1044	6	83	2.872569326	0.011185626	4.89E-07	0.131211165	2.70641879	0	0	221.3419827	0	0
141	T12-m3451-D-01_05_16	416	CC_FEB192019-2CH-9501.D	Cam_P09	P2-C-08	P2	C	8	P2-C-08	Cam_P09-C-8	T12	m3451	D	01_05_16	Treatment	130.58456	20.71042	0	26	m3451	01_05_16-D	01_05_16	Down	T12_IMG_4102	T12	4102	2211.489618	946.7976269	131.090364	0.890962883	-0.113142127	6068	302	45.7711545	12.81457044	26.74858642	6068	17926	0.338502733	1587	8295	684	3264	2.252961049	0.762633473	4.25E-05	1.042525488	0.199456052	0	0	57.96130389	9.192533537	0.06857755
142	T12-m3451-D-02_04_12	396	CC_FEB192019-2AJ-a901.D	Cam_P09	P2-A-10	P2	A	10	P2-A-10	Cam_P09-A-10	T12	m3451	D	02_04_12	Treatment	84.30733	0	133.49748	28	m3451	02_04_12-D	02_04_12	Down	T12_IMG_4102	T12	4102	2982.47486	944.8431764	95.3339453	0.701175946	-0.543996887	5012	241	39.79074243	5.515151653	26.94781037	5012	20398	0.245710364	2388	11984	5	1716	2.563644956	0.629914135	3.09E-05	1.506163406	0.300126687	52.07331058	0.553931452	32.88572773	0	0
143	T12-m3451-D-02_04_20	436	CC_FEB192019-2EF-8101.D	Cam_P09	P2-E-06	P2	E	6	P2-E-06	Cam_P09-E-6	T12	m3451	D	02_04_20	Treatment	113.50154	36.78761	38.12996	24	m3451	02_04_20-D	02_04_20	Down	T12_IMG_4102	T12	4102	1529.789875	914.69043	117.3423524	0.740436451	0.088936029	7210	297	48.21923746	7.396929706	37.86492915	7210	19967	0.361095808	2370	9216	250	2710	2.509476362	0.906161395	4.54E-05	1.158277866	0.297864425	15.19438899	0.128383704	45.2291728	14.6594766	0.123864007
144	T12-m3451-D-Apple517	480	CC_FEB202019-1GK-0201.D	Cam_P09	P1-G-11	P1	G	11	P1-G-11	Cam_P09-G-11	T12	m3451	D	Apple517	Treatment	112.17745	0	64.59715	30	m3451	Apple517-D	Apple517	Down	T12_IMG_4102	T12	4102	3721.65931	897.1659866	97.28847621	0.686467936	0.234857519	5392	246	41.36031044	4.90338404	34.23729128	5392	16778	0.321373227	3013	7619	815	3801	2.10867904	0.677672988	4.04E-05	0.957565002	0.378677432	30.63394133	0.262590041	53.19797269	0	0
145	T12-m3451-D-Ctrl	455	CC_FEB192019-2GD-6701.D	Cam_P09	P2-G-04	P2	G	4	P2-G-04	Cam_P09-G-4	T12	m3451	D	Ctrl	Control	127.77802	0	0	22	m3451	Ctrl-D	Ctrl	Down	T12_IMG_4102	T12	4102	722	963	10.64229425	0	0	89	28	4.877472991	0.259615252	4.472135955	89	14537	0.006122309	3091	11166	0	45	1.827027489	0.011185626	7.69E-07	1.403356191	0.388480565	0	0	69.93765598	0	0
146	T12-m3451-U-01_05_16	426	CC_FEB192019-2DG-8801.D	Cam_P09	P2-D-07	P2	D	7	P2-D-07	Cam_P09-D-7	T12	m3451	U	01_05_16	Treatment	113.87669	43.83821	36.78513	25	m3451	01_05_16-U	01_05_16	Up	T12_IMG_4102	T12	4102	1849.558974	918.825641	30.52380783	0.593625415	0.919364061	585	82	13.20065687	1.260154099	10.34919752	585	17036	0.034339047	14557	1830	53	284	2.141104788	0.073523497	4.32E-06	0.229996581	1.829541113	17.18044358	0.448599146	53.18594897	20.47457474	0.534612317
147	T12-m3451-U-02_04_12	406	CC_FEB192019-2BI-a201.D	Cam_P09	P2-B-09	P2	B	9	P2-B-09	Cam_P09-B-9	T12	m3451	U	02_04_12	Treatment	95.03525	27.17085	114.09426	27	m3451	02_04_12-U	02_04_12	Up	T12_IMG_4102	T12	4102	2609.673537	916.4773289	74.87193394	0.558096442	-0.048993227	3639	200	33.63745952	2.595210342	29.36045299	3639	22603	0.160996328	13826	4990	1	1980	2.840771984	0.457353858	2.02E-05	0.627149148	1.737668161	40.16311786	0.5704713	33.45402254	9.564600803	0.13585425
148	T12-m3451-U-02_04_20	446	CC_FEB192019-2FE-7401.D	Cam_P09	P2-F-05	P2	F	5	P2-F-05	Cam_P09-F-5	T12	m3451	U	02_04_20	Treatment	106.42174	0	105.51497	23	m3451	02_04_20-U	02_04_20	Up	T12_IMG_4102	T12	4102	1128.757251	908.127224	76.51194094	0.438462726	0.186292207	4103	215	35.68630364	2.109000736	30.86215169	4103	18191	0.225551097	8469	5024	47	916	2.286266565	0.515669931	2.83E-05	0.631422309	1.064394016	46.15164812	0.490767302	46.54826416	0	0
149	T12-m3451-U-Apple517	471	CC_FEB192019-2HJ-ag01.D	Cam_P09	P2-H-10	P2	H	10	P2-H-10	Cam_P09-H-10	T12	m3451	U	Apple517	Treatment	85.90118	66.4573	48.2616	29	m3451	Apple517-U	Apple517	Up	T12_IMG_4102	T12	4102	3317.674527	951.8877948	77.59768594	0.571698175	-0.181428047	3859	205	34.68629521	2.908341453	29.3156503	3859	23414	0.164815922	13572	5283	1043	2617	2.942699431	0.48500372	2.07E-05	0.663973738	1.705745139	16.40045174	0.235422439	29.19128576	22.58378797	0.324181951
150	T12-m3451-U-Ctrl	464	CC_FEB192019-2HC-6001.D	Cam_P09	P2-H-03	P2	H	3	P2-H-03	Cam_P09-H-3	T12	m3451	U	Ctrl	Control	94.66644	0	0	21	m3451	Ctrl-U	Ctrl	Up	T12_IMG_4102	T12	4102	331	922	12.73994923	0.495091358	1.570796327	111	32	5.492489725	0.38086299	5	111	22225	0.004994376	20931	1073	0	111	2.793264494	0.013950612	6.28E-07	0.134855919	2.630633031	0	0	33.89096887	0	0
151	T12-tgg12-D-01_05_16	459	CC_FEB192019-2GH-9901.D	Cam_P09	P2-G-08	P2	G	8	P2-G-08	Cam_P09-G-8	T12	tgg12	D	01_05_16	Treatment	186.70061	19.82536	73.22597	61	tgg12	01_05_16-D	01_05_16	Down	T12_IMG_4102	T12	4102	2319.440986	1938.862516	49.87673474	0.598847175	-0.588453427	1542	139	21.74605045	2.190627812	18.50066129	1542	25738	0.059911415	5135	18673	0	831	3.234782521	0.193800398	7.53E-06	2.346844899	0.645372921	22.63706123	0.52680554	57.71658798	6.128807693	0.142628489
152	T12-tgg12-D-02_04_12	440	CC_FEB192019-2EJ-ad01.D	Cam_P09	P2-E-10	P2	E	10	P2-E-10	Cam_P09-E-10	T12	tgg12	D	02_04_12	Treatment	113.10566	0	29.35326	65	tgg12	02_04_12-D	02_04_12	Down	T12_IMG_4102	T12	4102	3020.554941	1926.824506	135.0985451	0.821402884	-0.033989487	7590	338	49.99414708	12.57209983	19.797295	7590	21440	0.354011194	3035	9278	995	4270	2.694604758	0.953920248	4.45E-05	1.1660701	0.381442418	10.89334527	0.086843964	41.97486094	0	0
153	T12-tgg12-D-02_04_20	393	CC_FEB192019-2AG-8501.D	Cam_P09	P2-A-07	P2	A	7	P2-A-07	Cam_P09-A-7	T12	tgg12	D	02_04_20	Treatment	70.79385	14.44035	0	69	tgg12	02_04_20-D	02_04_20	Down	T12_IMG_4102	T12	4102	1570.467311	1972.847725	133.5928582	0.845278384	0.115823118	7342	327	48.91614345	11.4341315	26.81800685	7342	22490	0.326456203	2379	9826	274	4477	2.826570009	0.922751312	4.10E-05	1.234943393	0.298995556	0	0	25.04585054	5.108789081	0.044160092
154	T12-tgg12-D-Apple517	475	CC_FEB202019-1CL-0601.D	Cam_P09	P1-C-12	P1	C	12	P1-C-12	Cam_P09-C-12	T12	tgg12	D	Apple517	Treatment	100.77378	34.65796	34.61832	62	tgg12	Apple517-D	Apple517	Down	T12_IMG_4102	T12	4102	3726.656675	1919.016533	122.5504071	0.822177199	0.124755547	6472	294	45.77240353	10.070601	28.61836625	6472	22657	0.285651234	3736	10803	615	5082	2.847558769	0.813408675	3.59E-05	1.357733918	0.469544934	12.15719246	0.117749388	35.38953475	12.17111316	0.117884218
155	T12-tgg12-D-Ctrl	413	CC_FEB192019-2CE-7101.D	Cam_P09	P2-C-05	P2	C	5	P2-C-05	Cam_P09-C-5	T12	tgg12	D	Ctrl	Control	109.28025	0	0	68	tgg12	Ctrl-D	Ctrl	Down	T12_IMG_4102	T12	4102	772	1919	10.64229425	4.06E-06	0	89	28	4.877472991	0.259615252	4.472135955	89	19405	0.004586447	2867	16138	0	0	2.438843532	0.011185626	5.76E-07	2.028243077	0.360327978	0	0	44.80822512	0	0
156	T12-tgg12-U-01_05_16	468	CC_FEB192019-2HG-9201.D	Cam_P09	P2-H-07	P2	H	7	P2-H-07	Cam_P09-H-7	T12	tgg12	U	01_05_16	Treatment	85.3147	26.42326	0	66	tgg12	01_05_16-U	01_05_16	Up	T12_IMG_4102	T12	4102	1946.591549	1919.105634	42.68274648	0.704618854	0.745490634	994	109	17.63865485	2.484762008	13.00272223	994	23391	0.042494977	19242	2701	6	717	2.939808763	0.124927105	5.34E-06	0.3394649	2.418357498	0	0	29.02049312	8.988088044	0.242415229
157	T12-tgg12-U-02_04_12	450	CC_FEB192019-2FI-a601.D	Cam_P09	P2-F-09	P2	F	9	P2-F-09	Cam_P09-F-9	T12	tgg12	U	02_04_12	Treatment	84.82547	24.45892	75.03673	64	tgg12	02_04_12-U	02_04_12	Up	T12_IMG_4102	T12	4102	2665.733537	1908.968293	56.7979294	0.753011577	0.151254968	1640	147	22.70225183	3.651959713	16.19289126	1640	22966	0.07140991	18945	2091	93	1095	2.886394257	0.206117155	8.97E-06	0.262799373	2.381030184	25.99670153	0.510453946	29.38804004	8.473866639	0.166387211
158	T12-tgg12-U-02_04_20	403	CC_FEB192019-2BF-7801.D	Cam_P09	P2-B-06	P2	B	6	P2-B-06	Cam_P09-B-6	T12	tgg12	U	02_04_20	Treatment	198.17833	0	54.31276	67	tgg12	02_04_20-U	02_04_20	Up	T12_IMG_4102	T12	4102	1169.250798	1940.568957	92.30222657	0.426292519	-0.191708224	5953	260	43.27165067	3.631596633	35.94722072	5953	30653	0.194206114	13543	9948	35	3699	3.85250558	0.748180136	2.44E-05	1.250276499	1.702100384	14.09803539	0.208895231	51.44141283	0	0
