"SpSurfIso" "Glob_ID" "Image" "Tray" "Phylum" "Family" "Species" "Surface" "Sp_Surface" "Order_Plot" "Isolate" "Lesion.0.m.cx" "Lesion.0.m.cy" "Lesion.0.m.majoraxis" "Lesion.0.m.eccentricity" "Lesion.0.m.theta" "Lesion.0.s.area" "Lesion.0.s.perimeter" "Lesion.0.s.radius.mean" "Lesion.0.s.radius.sd" "Lesion.0.s.radius.min" "Lesion.0.s.radius.max" "Lesion.red.m.cx" "Lesion.red.m.cy" "Lesion.red.m.majoraxis" "Lesion.red.m.eccentricity" "Lesion.red.m.theta" "Lesion.grn.m.cx" "Lesion.grn.m.cy" "Lesion.grn.m.majoraxis" "Lesion.grn.m.eccentricity" "Lesion.grn.m.theta" "Lesion.blu.m.cx" "Lesion.blu.m.cy" "Lesion.blu.m.majoraxis" "Lesion.blu.m.eccentricity" "Lesion.blu.m.theta" "Lesion.redgrn.m.cx" "Lesion.redgrn.m.cy" "Lesion.redgrn.m.majoraxis" "Lesion.redgrn.m.eccentricity" "Lesion.redgrn.m.theta" "Lesion.redblu.m.cx" "Lesion.redblu.m.cy" "Lesion.redblu.m.majoraxis" "Lesion.redblu.m.eccentricity" "Lesion.redblu.m.theta" "Lesion.grnblu.m.cx" "Lesion.grnblu.m.cy" "Lesion.grnblu.m.majoraxis" "Lesion.grnblu.m.eccentricity" "Lesion.grnblu.m.theta" "Lesion.Bred.m.cx" "Lesion.Bred.m.cy" "Lesion.Bred.m.majoraxis" "Lesion.Bred.m.eccentricity" "Lesion.Bred.m.theta" "Lesion.Bgrn.m.cx" "Lesion.Bgrn.m.cy" "Lesion.Bgrn.m.majoraxis" "Lesion.Bgrn.m.eccentricity" "Lesion.Bgrn.m.theta" "Lesion.Bblu.m.cx" "Lesion.Bblu.m.cy" "Lesion.Bblu.m.majoraxis" "Lesion.Bblu.m.eccentricity" "Lesion.Bblu.m.theta" "Lesion.Bredgrn.m.cx" "Lesion.Bredgrn.m.cy" "Lesion.Bredgrn.m.majoraxis" "Lesion.Bredgrn.m.eccentricity" "Lesion.Bredgrn.m.theta" "Lesion.Bredblu.m.cx" "Lesion.Bredblu.m.cy" "Lesion.Bredblu.m.majoraxis" "Lesion.Bredblu.m.eccentricity" "Lesion.Bredblu.m.theta" "Lesion.Bgrnblu.m.cx" "Lesion.Bgrnblu.m.cy" "Lesion.Bgrnblu.m.majoraxis" "Lesion.Bgrnblu.m.eccentricity" "Lesion.Bgrnblu.m.theta" "Leaf.0.m.cx" "Leaf.0.m.cy" "Leaf.0.m.majoraxis" "Leaf.0.m.eccentricity" "Leaf.0.m.theta" "Leaf.0.s.area" "Leaf.0.s.perimeter" "Leaf.0.s.radius.mean" "Leaf.0.s.radius.sd" "Leaf.0.s.radius.min" "Leaf.0.s.radius.max" "Leaf.red.m.cx" "Leaf.red.m.cy" "Leaf.red.m.majoraxis" "Leaf.red.m.eccentricity" "Leaf.red.m.theta" "Leaf.grn.m.cx" "Leaf.grn.m.cy" "Leaf.grn.m.majoraxis" "Leaf.grn.m.eccentricity" "Leaf.grn.m.theta" "Leaf.blu.m.cx" "Leaf.blu.m.cy" "Leaf.blu.m.majoraxis" "Leaf.blu.m.eccentricity" "Leaf.blu.m.theta" "Leaf.redgrn.m.cx" "Leaf.redgrn.m.cy" "Leaf.redgrn.m.majoraxis" "Leaf.redgrn.m.eccentricity" "Leaf.redgrn.m.theta" "Leaf.redblu.m.cx" "Leaf.redblu.m.cy" "Leaf.redblu.m.majoraxis" "Leaf.redblu.m.eccentricity" "Leaf.redblu.m.theta" "Leaf.grnblu.m.cx" "Leaf.grnblu.m.cy" "Leaf.grnblu.m.majoraxis" "Leaf.grnblu.m.eccentricity" "Leaf.grnblu.m.theta" "Leaf.Bred.m.cx" "Leaf.Bred.m.cy" "Leaf.Bred.m.majoraxis" "Leaf.Bred.m.eccentricity" "Leaf.Bred.m.theta" "Leaf.Bgrn.m.cx" "Leaf.Bgrn.m.cy" "Leaf.Bgrn.m.majoraxis" "Leaf.Bgrn.m.eccentricity" "Leaf.Bgrn.m.theta" "Leaf.Bblu.m.cx" "Leaf.Bblu.m.cy" "Leaf.Bblu.m.majoraxis" "Leaf.Bblu.m.eccentricity" "Leaf.Bblu.m.theta" "Leaf.Bredgrn.m.cx" "Leaf.Bredgrn.m.cy" "Leaf.Bredgrn.m.majoraxis" "Leaf.Bredgrn.m.eccentricity" "Leaf.Bredgrn.m.theta" "Leaf.Bredblu.m.cx" "Leaf.Bredblu.m.cy" "Leaf.Bredblu.m.majoraxis" "Leaf.Bredblu.m.eccentricity" "Leaf.Bredblu.m.theta" "Leaf.Bgrnblu.m.cx" "Leaf.Bgrnblu.m.cy" "Leaf.Bgrnblu.m.majoraxis" "Leaf.Bgrnblu.m.eccentricity" "Leaf.Bgrnblu.m.theta" "Lesion.Size" "Leaf.Size" "Lesion.Prop" "Leaf.Grn" "Leaf.Ylw" "Lesion.Grn" "Lesion.Ylw" "Pix_Cm" "Lesion_Cm2" "Lesion_mm2" "mean.sp" "median.sp" "sd.sp" "min.sp" "max.sp" "length.sp" "cv.sp" "median_logic" "threshold_logic" "TBC_param" "count_TBC"
"556" "Cuc_Up_A517" 645 "IMG_0196_Cuc2_C.jpg" 196 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "A517" 1953.01564 1623.56862 147.3346929 0.561550228 -1.193804157 13939 392 66.49126692 5.810587799 56.17801991 82.21574731 1952.93412 1622.200775 151.7900018 0.567915576 -1.214472279 1952.524332 1622.593043 151.6019439 0.559160832 -1.21124674 1953.975479 1622.78995 145.8564881 0.536930403 -1.188007049 1952.513482 1610.777512 176.8233884 0.644874669 -1.355064873 1943.892861 1601.16506 216.0395634 0.717531763 -1.108327781 1926.034224 1591.720591 261.5557435 0.834600097 -1.012683395 1952.938997 1622.499379 151.9018563 0.558660067 -1.236909364 1952.47922 1622.869842 151.6088789 0.549228092 -1.230932901 1954.322358 1623.322104 145.7266634 0.506506783 -1.21638125 1950.9051 1616.696487 186.1048419 0.662156482 1.458328829 1932.799498 1590.694638 247.3335328 0.874467192 -1.064075115 1790.900636 1488.201946 490.9398131 0 -0.942100298 1960.554885 1624.891848 400.4055636 0.71503956 0.052523619 83457 1144 166.34382 28.30675621 117.8497344 220.5860926 1961.967463 1623.638465 388.4711991 0.694206562 0.044298762 1961.733839 1624.086022 395.9384484 0.70448226 0.048072166 1961.709684 1622.465519 383.908507 0.704393037 0.080561086 1977.114103 1597.950865 281.8348007 0.418272288 -1.271323833 1990.638034 1605.733554 283.1707335 0 -1.562915559 1971.434048 1621.351881 372.5478604 0.606141276 0.006360339 1961.635658 1623.887063 391.3250501 0.691006132 0.041329149 1961.362876 1624.293242 398.9744558 0.701521275 0.045174707 1959.874105 1622.86884 375.4388432 0.710939412 0.091863077 1982.889169 1595.704274 231.6413429 0 -1.486891362 1985.341873 1605.405045 256.7847037 0 -1.564873825 1969.180196 1621.250832 366.8382272 0.609576088 0.012052229 13939 83457 0.167020142 56428 13090 1346 12283 86.245 1.87397488 187.397488 153.887492836667 162.24462295 63.5420013569206 58.20760402 242.706568 6 0.412912057930289 TRUE FALSE "TRUEFALSE" 4
"557" "Cuc_Up_A517" 588 "IMG_0195_Cuc1_C.jpg" 195 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "A517" 324.3755981 1061.452344 131.173578 0.623396312 0.132610917 10450 340 57.44217445 6.122566795 44.23774878 67.63449915 324.6212975 1061.723209 135.1807666 0.625416007 0.126994864 324.2321988 1061.640201 134.9135571 0.623276723 0.127471932 324.6366233 1061.479652 132.284935 0.613792877 0.09335739 326.0764543 1062.169916 115.9189617 0.552576642 -0.186955825 317.384537 1039.178271 0 0 -1.241905379 328.4183061 1057.528312 0 0 -1.482575961 324.2671071 1061.789603 136.0511153 0.624691514 0.134857558 323.7527398 1061.730017 135.240775 0.621726232 0.133000907 323.6852609 1061.669323 134.0174334 0.613047169 0.093111299 317.9732754 1063.217858 110.2239519 0.533269672 -0.426722962 327.9079738 1053.056302 0 0 -1.105810071 330.5395824 1059.118293 59.8000205 0.889057169 -0.743004415 331.7229027 1056.691665 517.3421922 0.698905901 -0.02953912 143769 1516 217.1793871 34.08431642 145.3931953 275.7981662 339.749617 1056.043036 515.7153653 0.698329561 0.013151067 338.8856268 1056.175721 517.7813775 0.698147416 -0.001193055 340.8672833 1056.603599 511.151578 0.690686651 -0.010443556 344.7913022 1075.998264 611.0769651 0.822259782 -0.107059325 -86.51053631 1134.603884 285.0068019 0 1.492843338 475.5723469 1030.569861 458.6977031 0 1.073961696 341.2404981 1056.077389 517.145505 0.701722395 0.01439313 340.2038997 1056.090052 520.0483992 0.701555127 0.000380101 342.7094018 1059.538541 501.2051282 0.698094128 -0.028489509 305.689066 1085.114497 572.836005 0.830430649 -0.043279862 -44.30985406 1103.906535 384.2246973 0 -1.561060221 495.8056307 1038.335069 435.7212275 0 1.181058914 10450 143769 0.072686045 103367 29951 642 9459 80.468 1.613874932 161.3874932 153.887492836667 162.24462295 63.5420013569206 58.20760402 242.706568 6 0.412912057930289 TRUE FALSE "TRUEFALSE" 4
"558" "Cuc_Up_B05.10" 590 "IMG_0195_Cuc1_C.jpg" 195 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "B05.10" 938.107742 1095.122364 137.7660306 0.483644823 1.210058624 12994 374 63.85404678 4.015803725 51.83694425 71.4556017 938.3759732 1095.496475 140.3744511 0.482504928 1.191531024 938.1328871 1095.583992 141.1364158 0.491209852 1.192118038 938.1883273 1095.974028 136.0652674 0.433866812 1.150918527 942.8364818 1099.278133 173.9059343 0.573562446 1.097210864 940.7360179 1097.99895 198.9035779 0.67251214 1.228390751 935.7596198 1110.699933 276.0446538 0.724075623 1.154645819 938.3500805 1095.493331 140.485612 0.48581061 1.173316569 938.0170115 1095.610336 141.391416 0.498738932 1.177154295 938.2916025 1096.152423 136.4466739 0.422523505 1.125266363 937.7870169 1101.359953 195.3990444 0.776620293 0.882860767 933.5385809 1092.428522 243.8346132 0.82070943 1.191957109 966.4279806 1081.612099 0 0 -0.387798347 925.2027489 1101.519499 374.7520793 0.490739349 -0.312026772 88543 1249 170.7200026 26.26193296 114.9580823 222.7336342 927.3248937 1099.324534 365.8477707 0.47332553 -0.366069945 926.7454874 1099.900458 372.3683648 0.483619483 -0.34545348 924.6127358 1102.205211 365.4375944 0.478177789 -0.326858796 951.9516532 1076.078771 299.0842492 0.480116861 1.539637244 951.3457051 1076.180709 292.0332942 0.666811725 -1.494979786 938.8291002 1089.830409 359.5782174 0.4335475 -0.629438421 928.7267792 1099.005315 365.3982755 0.466845413 -0.343806274 928.1273874 1099.644032 373.0995287 0.481263244 -0.328973003 927.1189557 1100.092954 353.4388656 0.460683091 -0.310658695 943.7476434 1070.761334 286.4718926 0.699381398 1.529273657 939.6958341 1074.830632 318.854169 0.697733839 -1.269264682 932.8040647 1088.475198 377.7486577 0.493699664 -0.696380061 12994 88543 0.146753555 50058 25474 439 12227 80.468 2.006764677 200.6764677 170.829595233333 176.62875365 44.1131376704743 105.9288819 226.4521353 6 0.258228895351657 TRUE FALSE "TRUEFALSE" 4
"559" "Cuc_Up_B05.10" 604 "IMG_0195_Cuc1_C.jpg" 195 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "B05.10" 907.6645298 1731.218918 142.2159975 0.373746536 -0.683138119 14663 394 68.00966697 3.018121452 60.94736433 75.43170172 907.3934306 1730.539756 146.4545012 0.360329221 -0.865057701 907.4228224 1730.813748 147.0124773 0.364995622 -0.838817581 907.6472251 1732.66547 140.4761269 0.23510418 -1.149122072 910.3212983 1726.135672 150.3168817 0.542269704 -1.475791074 919.7521094 1776.978772 0 0 -0.012851291 916.6686456 1755.520701 0 0 0.104516999 907.5319978 1730.742202 147.1988711 0.357622077 -0.90983774 907.5661322 1730.998367 147.6413183 0.361379291 -0.88177759 907.6615748 1733.255201 141.6388345 0.219673358 -1.451134709 913.1664127 1730.456313 161.2620409 0.676142578 -1.508416367 907.6264928 1757.972069 0 0 0.205789366 908.7348838 1748.081211 55.33966157 0 0.246905366 895.4627528 1752.699471 447.8175179 0.794208038 0.033025876 92101 1266 176.6562895 34.36184697 117.1287071 236.7396529 894.3691049 1750.581078 444.4389419 0.78794681 0.024142446 895.477069 1751.707569 448.2232078 0.791181006 0.031046521 898.6498459 1747.502746 434.3279789 0.784364838 0.033184373 896.7193655 1715.124824 425.1247141 0.79079346 -0.14251074 876.5106186 1735.041033 424.9985246 0.794230459 -0.139552485 891.2554567 1752.498169 464.5591975 0.802538768 0.026393839 893.0861808 1751.420373 446.137198 0.790507863 0.02546597 895.0990244 1752.160395 451.5450703 0.794246931 0.029531397 900.1505315 1749.437863 426.6284557 0.785217722 0.053636533 903.3872289 1703.102354 377.106561 0.795357849 -0.280019962 875.9616644 1745.026521 414.1178894 0.796020103 -0.026946469 894.7718371 1757.792662 470.1599634 0.822825451 0.068439219 14663 92101 0.159205655 40330 36992 3953 10358 80.468 2.264521353 226.4521353 170.829595233333 176.62875365 44.1131376704743 105.9288819 226.4521353 6 0.258228895351657 TRUE FALSE "TRUEFALSE" 4
"560" "Cuc_Up_B05.10" 571 "IMG_0195_Cuc1_C.jpg" 195 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "B05.10" 974.7043301 234.9647179 100.6905511 0.50450948 -0.272482183 6859 268 46.4187475 2.771990418 41.4299028 51.42858672 974.4053183 235.5212619 102.4053221 0.49709077 -0.27158736 974.5215584 235.3303882 103.7129578 0.506705576 -0.281339478 974.61386 236.0866333 99.89509907 0.488895978 -0.273502536 975.1075543 239.0298203 101.3278124 0.612515655 -0.204451803 963.895727 237.4151605 165.1640039 0.514800359 -0.121740317 978.6125477 232.3592872 0 0 1.168556486 974.1004907 235.4621646 102.4436315 0.475099581 -0.25248013 974.3147513 235.1188619 104.0001114 0.49700077 -0.280940596 974.0641817 235.9581326 100.3453744 0.456691688 -0.271119127 964.0400267 235.7405181 90.54313589 0.60299704 1.313369829 928.8568182 214.197496 197.4773483 0.744635217 -1.314754991 977.2166825 237.080957 44.76304621 0.721195339 -0.63407752 953.8922797 254.2266324 446.1502509 0.495557758 0.670161071 129827 1568 204.158715 24.35521083 146.9495048 262.9859376 960.8076943 252.380782 438.1428312 0.473709468 0.705199458 958.6852018 253.2443969 442.5400668 0.480025216 0.699537428 962.9340296 250.905352 442.3614055 0.466489559 0.673742225 908.8643203 242.9782286 453.2019255 0.324829291 0.403996894 912.6966113 252.5828311 466.0709106 0.493775575 0.92249481 872.9609638 240.6347579 461.0626787 0.585423907 1.518171929 963.261559 253.1670046 441.5545802 0.505760338 0.630235936 960.7351486 254.0897354 446.566438 0.504873029 0.637251154 968.5238605 250.6404432 438.8938492 0.534814533 0.566016331 747.490677 301.9322649 282.3268609 0 1.415364978 893.3169272 271.7650996 456.6279887 0.738920405 0.948622511 768.2312026 310.1469344 404.3795364 0 1.187911656 6859 129827 0.052831845 118596 4371 22 3898 80.468 1.059288819 105.9288819 170.829595233333 176.62875365 44.1131376704743 105.9288819 226.4521353 6 0.258228895351657 TRUE FALSE "TRUEFALSE" 4
"561" "Cuc_Up_B05.10" 637 "IMG_0196_Cuc2_C.jpg" 196 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "B05.10" 2515.862323 964.9280589 129.6668044 0.600592808 -0.01134482 10314 350 57.50485159 6.782066605 45.84257116 76.54696907 2515.751227 965.2331995 131.1623789 0.586292824 0.001908766 2516.00477 965.211959 132.4137296 0.592799192 0.002812235 2516.220525 964.4818702 128.0430775 0.563326352 0.011938311 2515.016318 969.2448595 115.7649954 0.575230378 0.631063108 2501.734945 998.2106263 274.0217865 0.648656695 0.400511439 2509.344258 954.0511889 0 0 -0.956047326 2515.784339 965.4223599 131.0254027 0.578390172 -0.003931709 2516.076201 965.3707704 132.406885 0.586912279 1.71e-05 2516.193606 964.6335139 128.6379169 0.544089499 0.009643753 2518.645665 975.7006991 100.4810431 0.657887192 1.457408411 2578.097665 692.3598698 0 0 0.22369686 2510.542504 956.9406546 0 0 -0.523424577 2520.945215 955.9231476 403.6087932 0.758674184 0.18434696 79438 1120 162.9538801 29.82075627 109.1684442 214.7413708 2521.359688 955.028126 394.3495534 0.748041347 0.176374187 2520.984642 955.1074478 400.6209394 0.752823211 0.179498382 2523.220398 953.6637259 396.3309012 0.753627116 0.138911504 2530.377222 958.6772622 301.358102 0.473299422 0.293369736 2486.028871 1078.985416 1015.467494 0 0.287552754 2517.516654 945.470696 360.9024302 0.649186039 0.126712797 2521.705862 955.0555027 397.0781513 0.744033755 0.174925438 2521.086729 955.2144 403.5519854 0.748988879 0.178980181 2525.308931 954.2361469 385.8364614 0.756204512 0.121370655 2361.901881 1154.089025 1220.398637 0 0.495896665 2482.277163 1009.191527 853.8483052 0.958498649 0.301941856 2517.20511 948.2087773 342.257054 0.601266582 0.160938656 10314 79438 0.129837106 62038 7086 777 9305 86.245 1.386625792 138.6625792 170.829595233333 176.62875365 44.1131376704743 105.9288819 226.4521353 6 0.258228895351657 TRUE FALSE "TRUEFALSE" 4
"562" "Cuc_Up_B05.10" 616 "IMG_0196_Cuc2_C.jpg" 196 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "B05.10" 2523.9174 270.400963 161.7464268 0.754719346 0.544970564 12046 527 68.98712134 16.90051267 49.28925437 116.1185346 2523.841829 271.8371521 166.5171687 0.755508518 0.539911015 2524.112402 271.3976748 167.4691494 0.759603745 0.535834833 2526.202084 270.4769755 158.7986305 0.754083975 0.563638328 2523.640691 271.8378485 136.2718041 0.611340505 0.379956842 2547.441293 131.1625248 0 0 0.124705195 2521.225056 256.8934694 30.48178463 0 -1.505229287 2523.801427 272.3694059 165.4276917 0.749064005 0.537293406 2524.188842 271.7693829 166.0171229 0.753679728 0.535817847 2527.113766 271.0739468 160.9743068 0.752354594 0.554107018 2522.124678 277.9265023 100.432054 0 -1.160746195 2531.183784 232.234884 101.2729621 0 0.429710648 2521.588932 259.6434902 131.6592641 0.813267555 0.576536258 2511.165824 261.8655926 375.314226 0.492061187 0.29903004 91736 1276 174.4971924 21.81253207 140.9919728 228.5542088 2510.262086 263.0599534 372.8365909 0.540187554 0.429137999 2509.840039 263.1495183 376.0000872 0.518089498 0.391833399 2513.621555 262.715188 380.0513787 0.565171733 0.342344985 2546.557958 251.0282937 325.574146 0.590718121 -0.283455057 2552.402934 228.4332631 675.0622201 0.886289578 -0.687641071 2465.663459 290.4040039 434.888891 0 0.846191477 2510.413085 262.5459566 371.7047422 0.538033723 0.464900751 2510.027311 262.4309613 375.9403594 0.515383008 0.418527019 2513.693187 265.7931735 363.4284824 0.561902665 0.466689796 2546.138541 264.1179371 364.3310261 0.826474861 -0.300530366 2552.986118 218.2611792 652.456329 0.867015774 -0.623043294 2458.077181 305.0031571 438.5271221 0 0.870401447 12046 91736 0.13131159 60423 19267 777 10471 86.245 1.619477825 161.9477825 170.829595233333 176.62875365 44.1131376704743 105.9288819 226.4521353 6 0.258228895351657 TRUE FALSE "TRUEFALSE" 4
"563" "Cuc_Up_B05.10" 644 "IMG_0196_Cuc2_C.jpg" 196 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "B05.10" 2391.74097 1650.627407 155.7352222 0.630821702 -0.447919759 14230 504 71.61412385 12.54591641 56.37441606 106.5255362 2391.718015 1650.493133 159.447301 0.627589042 -0.464678547 2391.701546 1650.535687 160.393718 0.632561391 -0.465137249 2391.840985 1650.165751 153.6883119 0.606408108 -0.463550587 2396.406637 1649.31924 158.2788949 0.634683911 -0.591833021 2276.294887 1631.082807 785.49603 0.811064482 -0.991744305 2403.845271 1651.06875 0 0 0.886592862 2391.897708 1650.483979 158.2495211 0.611693122 -0.474521693 2391.870414 1650.467302 159.0547291 0.617844607 -0.473527388 2392.29864 1649.902547 152.0376949 0.573039233 -0.475001509 2400.362798 1651.130016 147.4222554 0.651348585 -1.281642178 2407.137532 1648.52086 0 0 0.15943858 2396.984142 1651.035484 54.91730811 0 0.140223373 2433.300901 1648.461249 435.4015642 0.673441538 0.025677071 105739 1288 186.4558819 27.13463926 133.0847291 235.1160347 2434.359472 1647.913878 433.4441276 0.682225952 -0.013846355 2434.667291 1648.009794 436.2316679 0.678350956 0.002804108 2436.84371 1647.199916 433.0290814 0.686291942 -0.029083205 2436.045605 1621.382613 437.1399305 0.842115767 -0.217187094 2360.576332 1670.979817 849.3675988 0 0.848015722 2442.877237 1646.784668 446.2539077 0.735120845 -0.188982522 2434.646061 1647.627438 436.8526583 0.68216382 -0.018065237 2434.682042 1647.801979 439.4874933 0.67667507 0.000958126 2437.153411 1646.223704 425.2141897 0.698341576 -0.040833918 2508.084351 1624.013435 0 0 -0.508724242 2383.643937 1667.399589 769.3230395 0.91310953 0.800278753 2440.858368 1645.185097 438.4944615 0.737963015 -0.179130264 14230 105739 0.134576646 83484 7964 2035 11850 86.245 1.913097248 191.3097248 170.829595233333 176.62875365 44.1131376704743 105.9288819 226.4521353 6 0.258228895351657 TRUE FALSE "TRUEFALSE" 4
"564" "Cuc_Up_DavisNavel" 638 "IMG_0196_Cuc2_C.jpg" 196 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "DavisNavel" 3022.445461 934.8184592 44.78914793 0.547500693 0.355415951 1311 120 20.00875463 1.570368629 16.99731392 23.66943206 3022.24633 934.2976451 45.79274324 0.550470148 0.380791948 3022.329898 934.1649134 46.41685216 0.564682563 0.366617006 3022.24542 934.1905703 44.36006354 0.536846335 0.40075209 3020.759535 933.6743471 41.3599094 0.6821614 0.933571924 3000.203818 860.6466599 124.4222183 0 -0.248630456 3023.372486 954.0236355 0 0 -0.261369861 3022.00016 933.7575251 46.56099523 0.55236686 0.421784852 3022.232257 933.5170751 47.87900373 0.58406611 0.384501023 3021.615649 933.5749329 44.48938483 0.512675085 0.474978601 3010.452595 919.3647292 0 0 -1.094212896 3024.866679 945.1568301 15.28159886 0 -0.308722252 3021.808238 943.6119417 0 0 -0.273301216 3015.6355 955.604799 294.3497332 0.663137412 0.358256215 48760 894 127.5063372 19.23464293 98.30936794 174.3146896 3016.120138 953.3349168 284.7730215 0.652744977 0.339183945 3015.385955 954.2277216 288.567174 0.658491111 0.343607282 3018.738156 954.9135997 294.486616 0.669098938 0.365100234 3023.746495 956.9489601 308.048172 0.615637096 0.547379284 3009.376627 970.0112003 356.1624214 0.723911545 0.4550761 3639.371521 3182.101706 2008.480585 0 -0.250031173 3015.214591 953.7492762 286.337569 0.652273159 0.355098284 3014.701899 954.671152 291.3631314 0.659494768 0.355384751 3017.991298 955.2624896 280.8474656 0.673881086 0.378966629 3115.589755 883.8628374 158.3429811 0 1.006043071 3013.124648 965.6486842 364.8554821 0.694563969 0.451105408 3107.388668 1063.789782 587.4753611 0.621609189 -0.022646839 1311 48760 0.026886792 43974 3475 122 1015 86.245 0.176252319 17.62523185 16.4807255521667 16.526783665 9.60470671677437 5.281772506 31.9835443 6 0.582784215802421 TRUE FALSE "TRUEFALSE" 4
"565" "Cuc_Up_DavisNavel" 586 "IMG_0195_Cuc1_C.jpg" 195 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "DavisNavel" 1555.517498 984.0387193 44.62827873 0.507176021 0.501311568 1343 118 20.28162555 1.278916569 18.07783651 23.41797159 1555.593519 983.6521542 45.50154671 0.505306754 0.458986871 1555.255198 983.5806388 46.32646642 0.50423547 0.44756688 1555.453768 983.6717989 42.46622739 0.452766348 0.335892272 1555.563674 984.3700373 47.14415602 0.679027732 0.669024856 1552.808221 1012.832601 0 0 0.154307411 1562.185958 997.2564057 0 0 -0.652657765 1555.622644 983.3697997 46.20462305 0.521672805 0.321613739 1554.921402 983.2801028 48.13303758 0.507382015 0.327988401 1555.249791 983.528953 40.81062568 0.44291032 0.018866558 1554.947638 977.5065336 69.30890126 0.424279183 1.468801237 1555.083201 989.6400093 35.16249488 0 1.114729621 1559.195129 989.8881185 12.30704839 0 -1.560995493 1583.284344 1001.679488 525.3563022 0.775096816 -0.065978206 132023 1443 209.4858675 38.96749839 142.3089871 278.1639889 1581.764869 996.703903 518.7957766 0.78135715 -0.070098382 1583.654621 999.0394072 520.8539384 0.779221671 -0.066962904 1584.767553 996.1850364 531.826167 0.790362879 -0.048713027 1575.86677 970.4770174 497.3464487 0.824501046 -0.134864822 1571.468424 971.2135744 474.3933648 0.863773432 -0.103956898 1583.063484 992.1053317 493.395292 0.797008687 -0.071809137 1582.603739 996.2858044 522.547767 0.78146332 -0.067092532 1584.467984 998.733386 524.7182029 0.779219357 -0.063795322 1587.409526 996.4729182 527.9006634 0.796138202 -0.048584914 1565.687848 964.0917354 455.5024973 0.881797458 -0.227435971 1575.51028 974.2736771 470.2354432 0.851891015 -0.11731169 1585.806881 995.2551362 491.0578634 0.786517513 -0.092115466 1343 132023 0.01017247 58106 72574 329 611 80.468 0.207409955 20.74099554 16.4807255521667 16.526783665 9.60470671677437 5.281772506 31.9835443 6 0.582784215802421 TRUE FALSE "TRUEFALSE" 4
"566" "Cuc_Up_DavisNavel" 642 "IMG_0196_Cuc2_C.jpg" 196 "Rosids" "Cucurbitales" "Cuc" "Up" "Cuc_Up" "Rosids_Cucurbitales_Cuc_Up" "DavisNavel" 3014.541824 1571.100042 58.17991522 0.434275548 -0.018957138 2379 161 27.05922098 1.611420868 23.84480139 30.45947344 3014.002372 1571.058991 59.36946078 0.453296504 -0.093458992 3014.133748 1570.937602 59.36632855 0.442790736 -0.076730818 3014.994193 1570.95388 55.47702469 0.342324451 0.097583466 3010.79924 1571.809692 66.83650778 0.587033823 -0.283546329 3006.381275 1569.990843 76.5653333 0.703486269 -0.394852625 3004.048775 1567.765575 84.42712898 0.731974616 -0.500334565 3014.01997 1570.775669 60.18941692 0.468535989 -0.102293307 3014.142757 1570.812861 59.98694457 0.451193787 -0.057368014 3015.529309 1570.082303 55.30248741 0.313391824 0.487306803 3010.928821 1567.835306 74.85672177 0.725884041 -0.210303514 2987.54586 1570.071703 84.4851785 0.971596851 -0.850954202 3060.201662 1568.884245 12.89290047 0 1.469896687 3024.157251 1589.119341 434.1218993 0.798240969 -0.221809309 85570 1186 168.6822475 34.02918678 100.3401307 226.5049691 3021.550408 1587.666632 429.2191202 0.800353469 -0.223691855 3022.214056 1588.133652 431.9129975 0.799644036 -0.222104795 3029.096141 1586.543008 439.320729 0.796284002 -0.242810466 2987.021004 1567.865115 340.907237 0.846633011 -0.46784954 2943.666227 1552.998102 238.8736716 0 -0.828513401 2997.256297 1581.635355 399.2725221 0.813973987 -0.24326247 3020.563706 1586.410922 430.4939686 0.800014047 -0.223106719 3021.33068 1587.10198 433.6988083 0.798617539 -0.221871253 3028.338342 1583.716953 428.0016072 0.805728313 -0.250984533 2990.686944 1595.438899 264.9720347 0 -0.447977867 2947.965254 1553.238989 206.8997209 0 -0.88719695 2998.783582 1581.298024 395.9733937 0.805732688 -0.226486965 2379 85570 0.0278018 69100 14082 2 2132 86.245 0.319835443 31.9835443 16.4807255521667 16.526783665 9.60470671677437 5.281772506 31.9835443 6 0.582784215802421 TRUE FALSE "TRUEFALSE" 4
