"SpSurfIso" "Glob_ID" "Image" "Tray" "Phylum" "Family" "Species" "Surface" "Sp_Surface" "Order_Plot" "Isolate" "Lesion.0.m.cx" "Lesion.0.m.cy" "Lesion.0.m.majoraxis" "Lesion.0.m.eccentricity" "Lesion.0.m.theta" "Lesion.0.s.area" "Lesion.0.s.perimeter" "Lesion.0.s.radius.mean" "Lesion.0.s.radius.sd" "Lesion.0.s.radius.min" "Lesion.0.s.radius.max" "Lesion.red.m.cx" "Lesion.red.m.cy" "Lesion.red.m.majoraxis" "Lesion.red.m.eccentricity" "Lesion.red.m.theta" "Lesion.grn.m.cx" "Lesion.grn.m.cy" "Lesion.grn.m.majoraxis" "Lesion.grn.m.eccentricity" "Lesion.grn.m.theta" "Lesion.blu.m.cx" "Lesion.blu.m.cy" "Lesion.blu.m.majoraxis" "Lesion.blu.m.eccentricity" "Lesion.blu.m.theta" "Lesion.redgrn.m.cx" "Lesion.redgrn.m.cy" "Lesion.redgrn.m.majoraxis" "Lesion.redgrn.m.eccentricity" "Lesion.redgrn.m.theta" "Lesion.redblu.m.cx" "Lesion.redblu.m.cy" "Lesion.redblu.m.majoraxis" "Lesion.redblu.m.eccentricity" "Lesion.redblu.m.theta" "Lesion.grnblu.m.cx" "Lesion.grnblu.m.cy" "Lesion.grnblu.m.majoraxis" "Lesion.grnblu.m.eccentricity" "Lesion.grnblu.m.theta" "Lesion.Bred.m.cx" "Lesion.Bred.m.cy" "Lesion.Bred.m.majoraxis" "Lesion.Bred.m.eccentricity" "Lesion.Bred.m.theta" "Lesion.Bgrn.m.cx" "Lesion.Bgrn.m.cy" "Lesion.Bgrn.m.majoraxis" "Lesion.Bgrn.m.eccentricity" "Lesion.Bgrn.m.theta" "Lesion.Bblu.m.cx" "Lesion.Bblu.m.cy" "Lesion.Bblu.m.majoraxis" "Lesion.Bblu.m.eccentricity" "Lesion.Bblu.m.theta" "Lesion.Bredgrn.m.cx" "Lesion.Bredgrn.m.cy" "Lesion.Bredgrn.m.majoraxis" "Lesion.Bredgrn.m.eccentricity" "Lesion.Bredgrn.m.theta" "Lesion.Bredblu.m.cx" "Lesion.Bredblu.m.cy" "Lesion.Bredblu.m.majoraxis" "Lesion.Bredblu.m.eccentricity" "Lesion.Bredblu.m.theta" "Lesion.Bgrnblu.m.cx" "Lesion.Bgrnblu.m.cy" "Lesion.Bgrnblu.m.majoraxis" "Lesion.Bgrnblu.m.eccentricity" "Lesion.Bgrnblu.m.theta" "Leaf.0.m.cx" "Leaf.0.m.cy" "Leaf.0.m.majoraxis" "Leaf.0.m.eccentricity" "Leaf.0.m.theta" "Leaf.0.s.area" "Leaf.0.s.perimeter" "Leaf.0.s.radius.mean" "Leaf.0.s.radius.sd" "Leaf.0.s.radius.min" "Leaf.0.s.radius.max" "Leaf.red.m.cx" "Leaf.red.m.cy" "Leaf.red.m.majoraxis" "Leaf.red.m.eccentricity" "Leaf.red.m.theta" "Leaf.grn.m.cx" "Leaf.grn.m.cy" "Leaf.grn.m.majoraxis" "Leaf.grn.m.eccentricity" "Leaf.grn.m.theta" "Leaf.blu.m.cx" "Leaf.blu.m.cy" "Leaf.blu.m.majoraxis" "Leaf.blu.m.eccentricity" "Leaf.blu.m.theta" "Leaf.redgrn.m.cx" "Leaf.redgrn.m.cy" "Leaf.redgrn.m.majoraxis" "Leaf.redgrn.m.eccentricity" "Leaf.redgrn.m.theta" "Leaf.redblu.m.cx" "Leaf.redblu.m.cy" "Leaf.redblu.m.majoraxis" "Leaf.redblu.m.eccentricity" "Leaf.redblu.m.theta" "Leaf.grnblu.m.cx" "Leaf.grnblu.m.cy" "Leaf.grnblu.m.majoraxis" "Leaf.grnblu.m.eccentricity" "Leaf.grnblu.m.theta" "Leaf.Bred.m.cx" "Leaf.Bred.m.cy" "Leaf.Bred.m.majoraxis" "Leaf.Bred.m.eccentricity" "Leaf.Bred.m.theta" "Leaf.Bgrn.m.cx" "Leaf.Bgrn.m.cy" "Leaf.Bgrn.m.majoraxis" "Leaf.Bgrn.m.eccentricity" "Leaf.Bgrn.m.theta" "Leaf.Bblu.m.cx" "Leaf.Bblu.m.cy" "Leaf.Bblu.m.majoraxis" "Leaf.Bblu.m.eccentricity" "Leaf.Bblu.m.theta" "Leaf.Bredgrn.m.cx" "Leaf.Bredgrn.m.cy" "Leaf.Bredgrn.m.majoraxis" "Leaf.Bredgrn.m.eccentricity" "Leaf.Bredgrn.m.theta" "Leaf.Bredblu.m.cx" "Leaf.Bredblu.m.cy" "Leaf.Bredblu.m.majoraxis" "Leaf.Bredblu.m.eccentricity" "Leaf.Bredblu.m.theta" "Leaf.Bgrnblu.m.cx" "Leaf.Bgrnblu.m.cy" "Leaf.Bgrnblu.m.majoraxis" "Leaf.Bgrnblu.m.eccentricity" "Leaf.Bgrnblu.m.theta" "Lesion.Size" "Leaf.Size" "Lesion.Prop" "Leaf.Grn" "Leaf.Ylw" "Lesion.Grn" "Lesion.Ylw" "Pix_Cm" "Lesion_Cm2" "Lesion_mm2" "mean.sp" "median.sp" "sd.sp" "min.sp" "max.sp" "length.sp" "cv.sp" "median_logic" "threshold_logic" "TBC_param" "count_TBC"
"815" "Kale_Up_Pepper" 1051 "IMG_0205_Kale3_C.jpg" 205 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "Pepper" 1599.282989 1630.574543 61.71632353 0.506268167 0.279238276 2569 168 28.14742957 1.83111542 24.17262198 32.23620319 1599.070528 1630.2978 60.83091786 0.509222218 0.255687323 1599.118206 1630.273973 61.78943633 0.512098944 0.268717055 1599.067275 1629.863955 61.34373645 0.515753986 0.260190068 1597.477884 1628.189776 57.76997641 0.536796684 0.11804957 1597.241591 1626.408673 55.34103494 0.570707131 0.092615378 1597.307833 1625.439983 56.34854748 0.60119372 0.059266296 1598.948847 1630.108168 60.3131523 0.50663358 0.235622608 1599.03101 1630.059759 61.41011555 0.506840202 0.257625754 1599.043682 1629.601729 61.17394606 0.524002998 0.249116742 1596.872379 1626.741868 54.3270198 0.550720403 -0.086383258 1597.131094 1624.492729 52.45651527 0.679039935 -0.036207309 1597.314057 1624.164649 53.9225379 0.638592556 -0.01174964 1602.084349 1579.096126 522.3417081 0.829466953 0.153226528 118366 1354 199.7388294 42.05472919 128.791227 274.5261069 1602.726007 1578.190573 524.018857 0.834640557 0.1525924 1602.943533 1577.933962 524.1813175 0.834057747 0.151463262 1595.738026 1577.795734 518.3702835 0.826790514 0.162298824 1622.912018 1570.726475 546.3450991 0.889823694 0.167724162 1041.582707 1660.149074 193.4573556 0 1.432856933 1737.833714 1581.601817 310.1824317 0.443303417 0.22318154 1603.525899 1576.555073 523.5938441 0.832024936 0.149759332 1603.626226 1576.511588 524.6933831 0.832047457 0.14898492 1596.1318 1575.825824 512.7614454 0.823979621 0.160620609 1621.962026 1576.2926 521.3861711 0.910083129 0.182144715 1702.888901 1533.733414 764.7101726 0.867307414 0.210252662 1680.564081 1581.53678 577.0381065 0.821249661 0.040120569 2569 118366 0.021703868 114627 1161 632 878 84.38 0.360815397 36.08153973 39.5896753516667 40.12194636 11.7675591246112 21.49550195 53.35685848 6 0.297238080890597 TRUE FALSE "TRUEFALSE" 5
"816" "Kale_Up_Rose" 1026 "IMG_0205_Kale3_C.jpg" 205 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "Rose" 2162.678155 241.9660657 53.46292298 0.525489854 0.230559115 1886 140 24.28303815 2.124667311 20.82542721 30.01163805 2162.766633 242.140702 53.45460646 0.521907182 0.233583932 2162.832273 242.1806007 54.30441715 0.521748378 0.228196859 2162.853094 242.4137763 53.51525412 0.521564041 0.207999307 2163.686473 243.1968371 54.563244 0.501510838 0.224829382 2166.638303 246.8356544 46.32484553 0.744577236 -0.358208158 2163.782692 244.6222388 33.04813487 0.657506363 -0.108861924 2162.782072 242.1992742 52.97433219 0.499405928 0.271202412 2162.932392 242.318264 53.99082423 0.497191349 0.248825404 2163.064641 243.130274 53.3097431 0.486398971 0.187032705 2164.077305 244.023197 50.9032324 0.32302942 0.573745391 2166.107951 251.3666267 47.27793452 0.943824864 -0.385134271 2164.230112 247.73333 41.3750967 0.632526307 -0.226027891 2147.701971 275.7924675 509.3157085 0.842103176 -0.093749121 109419 1169 190.6241095 41.18300137 139.4248832 269.2087961 2154.73975 275.3100285 507.6833373 0.853496015 -0.095724541 2152.905401 275.9434157 507.4825399 0.850142617 -0.095145868 2143.394634 271.6722799 519.2037363 0.85365181 -0.107621439 2224.370047 275.9804157 435.6928773 0.906416277 -0.122909559 2229.756727 282.1665273 392.2414061 0.997006837 -0.224587763 2186.389012 285.400564 470.3759424 0.880396959 -0.122206232 2155.040879 275.6375188 507.3493439 0.853277134 -0.095783153 2153.212584 276.2158556 507.3422094 0.849647912 -0.094877366 2142.816154 272.1021521 516.2591169 0.853647866 -0.110956284 2226.525121 273.095338 437.5794977 0.926455127 -0.11058592 2229.555203 282.7442906 396.7159556 0.992557878 -0.227819141 2186.939521 286.0077503 472.1020325 0.877321466 -0.123658719 1886 109419 0.017236495 89050 15665 11 1143 84.38 0.264888221 26.48882208 19.5781211778333 19.556592655 8.32349489311413 8.509256157 30.30905517 6 0.425142679295403 TRUE FALSE "TRUEFALSE" 5
"817" "Kale_Up_Rose" 995 "IMG_0204_Kale2_C.jpg" 204 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "Rose" 172.5324259 1100.056845 46.57910689 0.674159022 -0.731105257 1249 120 19.70379628 2.358612082 15.91793625 25.12397317 172.3780854 1099.817609 44.92673396 0.6424618 -0.716788844 172.6155896 1099.894997 46.35691697 0.653940227 -0.728291334 172.4003475 1099.376093 44.18721382 0.626830736 -0.698749197 170.3076724 1099.745687 52.37899964 0.732723727 -0.809475201 173.5551442 1114.369412 121.2400655 0 -0.721517488 169.4462996 1102.394695 49.59760551 0.920354122 -0.785603311 171.4876301 1098.959902 42.86548979 0.601836189 -0.699017439 171.9135635 1099.108602 45.08217489 0.609299649 -0.731651753 171.5609887 1097.879503 41.09829719 0.56707227 -0.614862896 169.743888 1096.398056 56.22104161 0.787944481 -0.76367282 153.2238309 1078.166522 0 0 -0.598944387 180.7596806 1116.054777 73.88347091 0 -0.622175174 193.9073489 1094.300704 659.8200672 0.955713664 -1.543327741 81359 1575 197.8805115 85.47992118 33.32325412 341.3077891 197.5139592 1105.019765 681.2651847 0.960228635 -1.563535043 196.9215312 1102.920811 675.1815301 0.959314697 -1.557958505 197.1615666 1085.751919 676.5129489 0.957253872 -1.555745105 209.5919859 1211.14355 599.4677673 0.942992825 1.469199363 146.98512 1019.682667 381.2095694 0 -0.614166253 41.66234664 770.2542004 448.505608 0 -0.367127847 198.3673628 1107.470785 682.1028428 0.961342551 -1.570761503 197.9470943 1105.501386 676.7822573 0.960237558 -1.564621681 198.2801322 1085.931304 669.1144222 0.959182383 -1.562113124 208.7449295 1199.006311 711.3491259 0.94782465 -1.554928336 131.3149509 949.2129428 452.4606734 0 -0.496522611 -857.0701157 -2052.569437 1410.391418 0 -0.322208381 1249 81359 0.015351713 69922 10117 374 503 86.928 0.165288662 16.52886616 19.5781211778333 19.556592655 8.32349489311413 8.509256157 30.30905517 6 0.425142679295403 TRUE FALSE "TRUEFALSE" 5
"818" "Kale_Up_Rose" 1055 "IMG_0205_Kale3_C.jpg" 205 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "Rose" 2304.490269 1634.298424 56.53810013 0.504116738 0.45391376 2158 153 25.84487553 1.627552606 21.8728056 29.36842849 2304.803019 1634.543401 55.65237435 0.485376833 0.434541221 2304.669959 1634.447734 56.83999941 0.493916167 0.443610696 2304.666214 1634.43131 56.36247161 0.476998951 0.434597803 2306.580071 1636.147143 54.32017364 0.355149849 0.133058729 2305.890666 1636.125395 57.1209414 0.329250904 -0.416389014 2305.834322 1634.82611 47.14405931 0.352160488 -0.728745692 2305.154656 1634.77094 54.90826229 0.451489022 0.39323591 2304.990089 1634.475434 56.54340644 0.469531404 0.409154243 2305.187753 1634.518783 55.86648185 0.435309395 0.398619486 2308.535907 1636.873579 54.30232974 0.500882766 -0.732204191 2309.009012 1636.39079 57.72048406 0.638469036 -0.88690816 2308.644527 1635.239427 48.50894601 0.670418225 -0.921350174 2316.448488 1679.817409 481.1315571 0.754165652 0.138844739 118226 1378 197.5434437 31.6190007 142.4523374 258.527118 2325.978866 1681.096745 476.5738281 0.758111691 0.163052016 2324.57892 1680.908027 476.7651658 0.756384226 0.155454337 2316.988844 1676.585348 476.9598903 0.752055794 0.131864844 2400.740194 1701.778357 373.5319384 0.752137599 0.316959202 2603.462004 1740.867891 161.2814565 0 -1.476153777 2420.155219 1712.278965 289.7429729 0.772189298 1.25928206 2326.007586 1680.687843 476.4499908 0.759386463 0.169356912 2324.642009 1680.576799 477.1220419 0.756779482 0.160733451 2316.791167 1675.892065 471.1676823 0.752069389 0.137645825 2410.346837 1705.239386 312.6406382 0.637805854 0.271083313 2569.213119 1740.696958 188.1153205 0 -1.474487888 2413.073485 1713.393202 311.9146808 0.608086907 0.859934904 2158 118226 0.018253176 107892 8172 565 1024 84.38 0.303090552 30.30905517 19.5781211778333 19.556592655 8.32349489311413 8.509256157 30.30905517 6 0.425142679295403 TRUE FALSE "TRUEFALSE" 5
"819" "Kale_Up_Rose" 1033 "IMG_0205_Kale3_C.jpg" 205 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "Rose" 2330.502488 973.6616915 48.6142796 0.481319299 1.561720809 1608 138 22.19498086 1.724264821 19.09350437 26.30996167 2330.446486 973.4526096 48.25089826 0.481822339 -1.562829155 2330.531442 973.4658316 48.97986553 0.482444625 -1.56484732 2330.370043 973.3052728 47.84589734 0.49310882 -1.553311463 2330.368816 971.8890961 46.22363237 0.492161444 -1.422163047 2334.712242 986.1051203 92.88811767 0.532808794 -0.391619858 2268.231538 916.6934781 0 0 -0.808300226 2330.322121 973.5436238 47.51644838 0.482876429 -1.542639588 2330.502184 973.5547741 48.68921925 0.486586282 -1.537176649 2330.188855 973.1604294 46.96297915 0.515202811 -1.498270936 2329.650989 972.9903269 38.68706712 0.614583161 -1.250700996 2327.191404 956.5438719 0 0 -0.378696308 2327.564685 968.5213868 0 0 -0.99827089 2302.855678 935.0821454 453.2264555 0.814375928 -0.137549917 92945 1212 176.2266997 34.18013139 124.1043926 247.062393 2307.036839 934.7894978 450.1808489 0.818260588 -0.137104018 2306.646009 934.5582963 450.8159694 0.817730303 -0.136780969 2303.189817 935.1335669 450.8222595 0.812477707 -0.135590155 2376.835019 940.1497681 364.3267279 0.890298162 -0.441891113 2937.423053 855.9295509 0 0 1.436488159 2339.950664 927.9890173 402.5555831 0.823097877 -0.093676581 2307.030646 934.8524872 454.2284267 0.817360208 -0.135517218 2306.775428 934.5836766 454.5359063 0.816678674 -0.135655201 2302.915358 935.5600395 448.4846047 0.811852922 -0.132870829 2576.250775 886.5901734 0 0 1.442192162 2546.057737 935.8386691 0 0 1.526065682 2335.137788 931.8728182 419.2329257 0.809571708 -0.100627024 1608 92945 0.017300554 90675 662 147 1009 84.38 0.225843191 22.58431915 19.5781211778333 19.556592655 8.32349489311413 8.509256157 30.30905517 6 0.425142679295403 TRUE FALSE "TRUEFALSE" 5
"820" "Kale_Up_T3" 1057 "IMG_0205_Kale3_C.jpg" 205 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "T3" 2874.102417 1700.579689 76.96609946 0.663109364 -1.057013928 3476 196 33.03271616 3.507742986 27.03634541 39.05026449 2874.357595 1700.217672 76.61884006 0.655617544 -1.076987523 2874.257682 1700.343069 78.06133477 0.662712321 -1.079704929 2873.653501 1699.564018 76.67073136 0.662359678 -1.091755381 2877.713681 1693.063601 86.97031604 0.676645504 -1.523073909 2878.293893 1703.712359 73.81598298 0.641610032 -0.919616635 2883.183184 1707.868659 107.6156512 0.771219022 -1.028438801 2874.258492 1700.181906 76.81538242 0.650222047 -1.098743523 2874.251831 1700.244064 78.29916187 0.659201425 -1.103527438 2873.651924 1698.99873 77.74931301 0.664534049 -1.135272167 2875.686262 1692.358483 95.23847699 0.740824127 1.474529329 2877.84578 1706.654831 75.39520845 0.703490008 -0.789074429 2981.530082 1887.785845 243.0563874 0 -0.527854377 2888.970335 1666.490424 386.5990109 0.775737238 0.10413787 71430 1155 154.6352604 33.40423571 83.48778975 220.0487564 2891.030359 1668.443101 389.2947037 0.783430711 0.109358991 2890.598265 1667.552998 389.4382925 0.781337239 0.110370446 2885.749486 1667.925241 397.0601942 0.780701008 0.104315447 2951.700421 1694.311385 381.8032278 0.861280504 -0.027013305 3020.370929 1825.981084 349.1049031 0 -0.433257439 2910.846909 1676.516939 389.1222973 0.821015153 0.155495367 2891.28767 1667.872293 386.8540315 0.780213414 0.110839062 2890.839886 1667.062267 388.0280094 0.778204716 0.111118173 2884.254031 1667.259639 384.405732 0.7741097 0.116814957 2958.84155 1712.402623 324.5400087 0.999814644 -0.143424735 2982.658136 1751.727459 467.5965103 0 -0.303489495 2915.621382 1677.152339 415.4400111 0.826354586 0.095798744 3476 71430 0.048663027 62262 5690 155 1334 84.38 0.488203317 48.82033168 43.7577988983333 47.496320375 17.5546165944846 21.78263707 65.32317683 6 0.401176865300535 TRUE FALSE "TRUEFALSE" 5
"821" "Kale_Up_T3" 1011 "IMG_0204_Kale2_C.jpg" 204 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "T3" 678.1431743 1773.606548 55.0893452 0.630682086 -0.132231157 1802 138 23.65639291 3.010317225 18.71742637 30.04431545 677.9015132 1772.975264 54.44248369 0.638971676 -0.145195667 678.2141126 1773.195355 55.67985466 0.638291448 -0.149033363 678.2310976 1772.706558 54.87853633 0.644159395 -0.159998966 678.0032557 1765.141152 60.65275556 0.346060806 -0.325945235 672.3096739 1764.237216 46.45268529 0 -0.367463159 675.6801412 1780.728735 45.64982075 0 0.958115765 677.5073378 1772.502726 53.99596285 0.621357405 -0.118242829 677.9816051 1772.816512 55.48113882 0.612374019 -0.140107781 678.1144679 1771.806323 54.47136928 0.618939665 -0.131048184 676.7285055 1746.307977 55.35104064 0 -0.108476811 672.537475 1771.188911 49.81489269 0.79727391 0.018116007 710.9749565 1819.24757 0 0 -0.716456963 671.5148353 1779.053614 741.9410785 0.962077636 -1.469772155 108087 1793 225.2416894 93.11199653 67.71431682 392.303754 675.5281585 1765.895021 740.8449727 0.962303237 -1.452744093 674.8733683 1767.000041 740.5839487 0.962326484 -1.456744638 672.7708932 1773.46912 739.9101626 0.961582209 -1.456485723 698.4490713 1789.941208 902.3564178 0.968556742 -1.412094903 650.1745025 1886.842045 678.5761626 0.96633025 1.476423167 628.8265584 2031.181422 367.746778 0 0.502925639 676.324355 1764.937062 741.9789843 0.96156324 -1.451969719 675.6788049 1766.249206 741.822109 0.961511462 -1.456558262 674.2374101 1772.589718 735.1332772 0.961025934 -1.45325536 702.9614258 1778.576755 961.9606317 0.987445707 -1.352063358 627.979884 1920.802404 618.0954512 0 1.256413775 520.3648369 2287.833419 447.8450383 0 0.384790093 1802 108087 0.016671755 100875 5143 365 526 86.928 0.238470911 23.84709113 43.7577988983333 47.496320375 17.5546165944846 21.78263707 65.32317683 6 0.401176865300535 TRUE FALSE "TRUEFALSE" 5
"822" "Kale_Up_T3" 1034 "IMG_0205_Kale3_C.jpg" 205 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "T3" 2879.138465 1066.810363 93.63939004 0.728677668 -0.49030059 4651 235 38.49163053 5.607718935 28.71190345 47.67392565 2878.997999 1066.649116 93.66701403 0.736925475 -0.494478015 2879.112769 1066.774933 95.91387864 0.741274379 -0.492943259 2878.420732 1066.732284 94.64983452 0.740794003 -0.488146519 2877.757314 1062.79853 135.6298501 0.887223694 -0.538652751 2879.925734 1065.685746 85.10023227 0.772191027 -0.570797677 2891.96604 1068.586627 172.6811554 0.859874495 -0.589396489 2878.987918 1066.689691 93.72510832 0.738527044 -0.487616444 2879.14914 1066.871329 96.4218467 0.744473423 -0.48248964 2878.281805 1066.753242 94.95933336 0.743514017 -0.47402869 2875.498326 1063.3284 137.8314006 0.895492507 -0.494567139 2882.076603 1066.814924 85.36420291 0.742425216 -0.517638256 2918.125112 1082.662192 212.4963226 0 -0.736341222 2889.637714 999.6323271 419.73964 0.834199569 0.007066047 74996 1135 159.7612764 35.58556568 104.393471 229.3231361 2892.256393 1000.195694 415.8794304 0.835199227 -0.000159484 2892.538488 999.4784986 417.9348791 0.837818669 0.00210933 2887.988502 999.5260131 415.134761 0.826755811 0.002943352 2934.540315 1008.295129 437.3367988 0.879280682 -0.048678147 2716.25669 962.5713988 400.7444441 0.610597154 -0.828592004 2940.149951 996.004628 331.2104867 0.878865927 -0.045271866 2892.472283 1000.216739 419.2777266 0.833701026 -0.002774797 2892.869017 999.4610949 421.434929 0.836664248 9.64e-05 2887.281543 999.8021059 411.7057757 0.824023298 -0.001006668 3239.023248 914.6252817 0 0 1.27441345 2498.586745 773.3896667 513.6437477 0 -0.896109113 2931.324042 1001.732538 371.2049451 0.871380787 -0.12691226 4651 74996 0.062016641 69130 1215 1181 2437 84.38 0.653231768 65.32317683 43.7577988983333 47.496320375 17.5546165944846 21.78263707 65.32317683 6 0.401176865300535 TRUE FALSE "TRUEFALSE" 5
"823" "Kale_Up_T3" 997 "IMG_0204_Kale2_C.jpg" 204 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "T3" 657.8627114 1058.009745 68.13970033 0.227756194 -1.315995203 3489 196 32.99276921 2.206432604 27.64537933 36.78400354 657.8818224 1057.783932 67.36568296 0.249178304 -1.288331903 658.0370446 1057.642704 68.34229287 0.229504133 -1.214006148 658.291465 1057.593101 67.92521758 0.242768136 -1.214646533 660.8604238 1050.795797 63.83943781 0.304158603 -0.556632054 654.4571975 1059.494117 61.47620925 0.395387945 1.33310797 653.2774948 1044.421643 119.1435546 0.649035049 -0.167084592 657.8628313 1057.66299 67.81583607 0.271428711 -1.267610961 658.0500248 1057.44157 68.72286122 0.233761156 -1.137978218 658.4522214 1057.348344 68.3970496 0.233652734 -1.099681265 661.4219208 1047.785465 61.30816332 0.220305642 -0.083957037 653.4981827 1060.448515 68.06083188 0.327671238 1.441913413 644.2321214 1050.010735 117.2718422 0.615358787 -0.425146972 666.3875251 1087.338174 615.4367684 0.946671921 1.446698673 86766 1478 190.2324257 72.92007415 63.77568827 307.1200086 667.5420169 1092.916454 615.6257127 0.94739439 1.424493731 666.8182779 1092.034779 618.2868556 0.948302507 1.429499054 667.2610677 1088.423728 608.6118703 0.944499797 1.431528895 718.4498426 1120.147238 693.114778 0.975084092 1.465132614 681.8303904 1074.088542 694.3341041 0.958940463 1.539340631 700.8720691 1066.394976 687.3392513 0.962877081 1.54597417 666.8004724 1094.156268 620.1326674 0.94827667 1.421041074 665.9774584 1093.1697 622.5246891 0.949081964 1.426781004 667.7001421 1088.659151 609.7021722 0.945467127 1.429173095 732.7299232 1136.149343 682.6308084 0 1.458254493 678.5538312 1078.40007 675.7010804 0.956042781 1.535962746 699.5121261 1071.752596 645.5035279 0.954892375 1.542032713 3489 86766 0.040211604 73809 4211 411 1597 86.928 0.461723091 46.17230907 43.7577988983333 47.496320375 17.5546165944846 21.78263707 65.32317683 6 0.401176865300535 TRUE FALSE "TRUEFALSE" 5
"824" "Kale_Up_T3" 983 "IMG_0204_Kale2_C.jpg" 204 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "T3" 670.7588092 524.8560146 47.98925609 0.393375477 -0.718530348 1646 130 22.50757305 1.370779766 18.23815008 25.04824812 670.6329463 524.7926933 47.30057607 0.379768743 -0.74420646 670.8700789 525.0777927 48.02749659 0.386368319 -0.724853996 670.9279089 524.9944115 47.56739927 0.370285572 -0.764648868 669.9976135 526.0176778 46.2515515 0.518902618 1.289215553 671.0887934 532.3260157 74.72024565 0 1.150349202 668.5175188 519.7563934 37.08793963 0 1.282599759 670.1712611 524.5189826 47.56297736 0.385153809 -0.695641295 670.6092094 524.9563369 48.36479362 0.379958888 -0.709196488 670.3402899 524.6793436 47.96852358 0.36680073 -0.775100618 669.9817872 523.5464481 48.59905497 0.710927236 1.228100924 631.485688 537.0972926 0 0 -1.490017563 679.6298562 511.9005386 31.30484443 0 1.049541403 675.4586371 461.5957211 723.1287487 0.961035275 -1.540628583 107270 1718 218.0330025 88.26536395 74.76369101 365.6062956 676.6742089 466.9946689 721.4342246 0.959810307 -1.54900504 676.1331297 465.7152819 721.6675184 0.95983537 -1.547274105 677.6460146 464.1228985 722.0344819 0.960070975 -1.54808468 720.8109416 519.9096353 743.2808459 0.965848807 1.502676453 689.8505317 441.1676923 768.9176784 0.959543422 -1.57005846 727.1467927 447.805467 809.1799929 0.988392567 1.504035632 677.5082951 467.8382828 718.9468023 0.957865206 -1.551860932 676.6420322 466.432756 720.3751583 0.958200193 -1.550016878 678.8351416 466.6694641 716.6195847 0.958757524 -1.554038725 757.1074366 669.0858779 0 0 -0.078214775 684.284869 509.5042542 635.9983561 0.955625942 1.376197539 732.2149736 593.3856531 260.4698173 0 0.517595328 1646 107270 0.015344458 102221 2894 324 559 86.928 0.217826371 21.78263707 43.7577988983333 47.496320375 17.5546165944846 21.78263707 65.32317683 6 0.401176865300535 TRUE FALSE "TRUEFALSE" 5
"825" "Kale_Up_T3" 1027 "IMG_0205_Kale3_C.jpg" 205 "Rosids" "Brassicales" "Kale" "Up" "Kale_Up" "Rosids_Brassicales_Kale_Up" "T3" 2819.694045 310.4389578 77.04246922 0.476602907 0.067586973 4030 206 35.47567338 2.947033448 30.31926139 42.57928458 2819.209562 309.8505962 76.3418916 0.478049876 0.035177495 2819.270376 309.9347693 77.8248057 0.48514542 0.04906338 2819.013497 309.9697833 76.77450169 0.480129408 0.019647661 2813.900994 299.6447727 91.96072202 0.451714514 -0.274472963 2811.104829 299.8269441 65.53610773 0 -0.512021722 2844.284882 340.5747015 0 0 -0.813166202 2819.098935 309.7058842 76.53493526 0.47316704 -0.000284707 2819.178321 309.9029961 77.96333165 0.481722812 0.031923354 2818.933717 309.8143026 77.25564112 0.479286538 -0.028715917 2810.415778 290.8937782 103.672173 0.947906565 -0.398233583 2814.706472 304.5200884 73.44294664 0.663778907 -0.574258812 2842.813405 328.7699559 0 0 -1.037896628 2772.989362 254.7133594 444.2819324 0.788357055 -0.172844129 94847 1211 176.0537033 30.48131599 119.9632524 236.8527807 2775.785295 253.9889432 443.1126666 0.790172094 -0.167829873 2775.828679 253.7198271 443.8607949 0.790712083 -0.171673594 2770.621882 255.0391265 444.7130695 0.785933117 -0.158221013 2776.724523 276.441477 482.1497701 0.835738758 -0.134726353 2736.235743 265.9009221 451.9907219 0.743140418 -0.260997284 2931.706243 193.9199676 156.3431784 0 1.136218448 2775.703925 254.9824762 441.9619674 0.785862327 -0.177531842 2775.91781 254.5023848 443.4632113 0.786626367 -0.17998246 2770.514301 256.0682611 438.1817778 0.781734385 -0.16890907 3784.191908 2916.082069 2395.585032 0 -0.353126449 2717.116739 267.0999962 379.5310321 0.755151858 -0.710819534 2881.988734 224.5191257 307.1228068 0.985414137 0.68731545 4030 94847 0.042489483 90432 384 601 2499 84.38 0.566012476 56.60124761 43.7577988983333 47.496320375 17.5546165944846 21.78263707 65.32317683 6 0.401176865300535 TRUE FALSE "TRUEFALSE" 5
