Num_ID	Cname	Isolate	Genotype	Plant	Plant_tray	Plant_position	Image	Exp_tray	Exp_image	Lesion.0.m.cx	Lesion.0.m.cy	Lesion.0.m.majoraxis	Lesion.0.m.eccentricity	Lesion.0.m.theta	Lesion.0.s.area	Lesion.0.s.perimeter	Lesion.0.s.radius.mean	Lesion.0.s.radius.sd	Lesion.0.s.radius.min	Lesion.0.s.radius.max	Lesion.red.m.cx	Lesion.red.m.cy	Lesion.red.m.majoraxis	Lesion.red.m.eccentricity	Lesion.red.m.theta	Lesion.grn.m.cx	Lesion.grn.m.cy	Lesion.grn.m.majoraxis	Lesion.grn.m.eccentricity	Lesion.grn.m.theta	Lesion.blu.m.cx	Lesion.blu.m.cy	Lesion.blu.m.majoraxis	Lesion.blu.m.eccentricity	Lesion.blu.m.theta	Lesion.redgrn.m.cx	Lesion.redgrn.m.cy	Lesion.redgrn.m.majoraxis	Lesion.redgrn.m.eccentricity	Lesion.redgrn.m.theta	Lesion.redblu.m.cx	Lesion.redblu.m.cy	Lesion.redblu.m.majoraxis	Lesion.redblu.m.eccentricity	Lesion.redblu.m.theta	Lesion.grnblu.m.cx	Lesion.grnblu.m.cy	Lesion.grnblu.m.majoraxis	Lesion.grnblu.m.eccentricity	Lesion.grnblu.m.theta	Lesion.Bred.m.cx	Lesion.Bred.m.cy	Lesion.Bred.m.majoraxis	Lesion.Bred.m.eccentricity	Lesion.Bred.m.theta	Lesion.Bgrn.m.cx	Lesion.Bgrn.m.cy	Lesion.Bgrn.m.majoraxis	Lesion.Bgrn.m.eccentricity	Lesion.Bgrn.m.theta	Lesion.Bblu.m.cx	Lesion.Bblu.m.cy	Lesion.Bblu.m.majoraxis	Lesion.Bblu.m.eccentricity	Lesion.Bblu.m.theta	Lesion.Bredgrn.m.cx	Lesion.Bredgrn.m.cy	Lesion.Bredgrn.m.majoraxis	Lesion.Bredgrn.m.eccentricity	Lesion.Bredgrn.m.theta	Lesion.Bredblu.m.cx	Lesion.Bredblu.m.cy	Lesion.Bredblu.m.majoraxis	Lesion.Bredblu.m.eccentricity	Lesion.Bredblu.m.theta	Lesion.Bgrnblu.m.cx	Lesion.Bgrnblu.m.cy	Lesion.Bgrnblu.m.majoraxis	Lesion.Bgrnblu.m.eccentricity	Lesion.Bgrnblu.m.theta	Leaf.0.m.cx	Leaf.0.m.cy	Leaf.0.m.majoraxis	Leaf.0.m.eccentricity	Leaf.0.m.theta	Leaf.0.s.area	Leaf.0.s.perimeter	Leaf.0.s.radius.mean	Leaf.0.s.radius.sd	Leaf.0.s.radius.min	Leaf.0.s.radius.max	Leaf.red.m.cx	Leaf.red.m.cy	Leaf.red.m.majoraxis	Leaf.red.m.eccentricity	Leaf.red.m.theta	Leaf.grn.m.cx	Leaf.grn.m.cy	Leaf.grn.m.majoraxis	Leaf.grn.m.eccentricity	Leaf.grn.m.theta	Leaf.blu.m.cx	Leaf.blu.m.cy	Leaf.blu.m.majoraxis	Leaf.blu.m.eccentricity	Leaf.blu.m.theta	Leaf.redgrn.m.cx	Leaf.redgrn.m.cy	Leaf.redgrn.m.majoraxis	Leaf.redgrn.m.eccentricity	Leaf.redgrn.m.theta	Leaf.redblu.m.cx	Leaf.redblu.m.cy	Leaf.redblu.m.majoraxis	Leaf.redblu.m.eccentricity	Leaf.redblu.m.theta	Leaf.grnblu.m.cx	Leaf.grnblu.m.cy	Leaf.grnblu.m.majoraxis	Leaf.grnblu.m.eccentricity	Leaf.grnblu.m.theta	Leaf.Bred.m.cx	Leaf.Bred.m.cy	Leaf.Bred.m.majoraxis	Leaf.Bred.m.eccentricity	Leaf.Bred.m.theta	Leaf.Bgrn.m.cx	Leaf.Bgrn.m.cy	Leaf.Bgrn.m.majoraxis	Leaf.Bgrn.m.eccentricity	Leaf.Bgrn.m.theta	Leaf.Bblu.m.cx	Leaf.Bblu.m.cy	Leaf.Bblu.m.majoraxis	Leaf.Bblu.m.eccentricity	Leaf.Bblu.m.theta	Leaf.Bredgrn.m.cx	Leaf.Bredgrn.m.cy	Leaf.Bredgrn.m.majoraxis	Leaf.Bredgrn.m.eccentricity	Leaf.Bredgrn.m.theta	Leaf.Bredblu.m.cx	Leaf.Bredblu.m.cy	Leaf.Bredblu.m.majoraxis	Leaf.Bredblu.m.eccentricity	Leaf.Bredblu.m.theta	Leaf.Bgrnblu.m.cx	Leaf.Bgrnblu.m.cy	Leaf.Bgrnblu.m.majoraxis	Leaf.Bgrnblu.m.eccentricity	Leaf.Bgrnblu.m.theta	Lesion.Size	Leaf.Size	Lesion.Prop	Leaf.Grn	Leaf.Ylw	Lesion.Grn	Lesion.Ylw
15	C33	01_04_12	Down	T3_B6	T3	B6	T6_IMG_6387_C.jpg	T6	IMG6387	2014.724704	349.1136662	68.88897516	0.572129284	-0.005328522	3044	181	30.73225224	2.458376234	25.73277416	34.98293156	2015.355379	349.8308564	70.85315645	0.552408854	8.24E-06	2015.749622	349.5452751	71.53351798	0.547022557	0.04640113	2016.994728	348.296814	68.31397539	0.530851933	0.31542321	2019.460948	352.6697448	79.87099453	0.547647167	0.025734456	2009.438934	356.5950556	76.77168564	0.573404358	-0.393157822	2007.809805	363.3083837	98.58725094	0.561044639	-0.335493924	2015.87803	350.6493864	71.98611138	0.543829282	-0.014113611	2016.313156	350.1923442	72.62664841	0.523543757	0.063936413	2017.99475	348.8055336	68.67172656	0.536335198	0.460346545	2029.292626	365.8920324	83.92365043	0.953814063	-0.526963303	2007.231477	357.41853	85.21648436	0.579315213	-0.685730018	1997.775526	365.719092	140.1640826	0.572008044	-1.272086948	2006.377985	348.9515404	241.5945165	0.933634325	0.03517368	15580	563	80.77755921	29.62435621	38.42724853	135.1241182	2003.962863	349.6861389	240.02158	0.940270204	0.030560568	2004.610642	349.9526889	244.3056047	0.940945386	0.030359103	2011.526777	347.9133296	256.7550801	0.940806526	0.04801852	1997.457307	349.1577876	245.9515962	0.954513683	0.021287189	1976.166873	356.1735976	172.0661446	0.904763206	0.185849791	1972.77925	356.8943242	175.9948825	0.904260256	0.2234149	2004.964114	349.9896091	243.3651606	0.944969188	0.023601159	2005.762164	350.508246	248.3552383	0.944759833	0.022829679	2008.869796	347.0085367	251.9786696	0.940328153	0.073216232	1998.816567	349.8512221	249.7612854	0.963015529	0.01680296	1976.555879	356.8980327	169.4521932	0.920582888	0.182757283	1973.643675	358.6383292	173.1619181	0.915347152	0.23302243	3044	15580	0.195378691	3620	7542	145	1442
38	C33	01_04_12	Down	T2_B8	T2	B8	T6_IMG_6387_C.jpg	T6	IMG6387	2005.561731	891.8061977	54.97592489	0.50709043	-0.100149468	2033	151	25.01079334	1.734586127	21.99716501	29.02284617	2006.095943	892.7236082	57.02368025	0.541742835	-0.140380549	2006.269705	892.5481367	57.87308575	0.537578426	-0.135278089	2006.536862	891.6356209	57.41032535	0.565961152	-0.110818561	2009.591375	896.726527	68.22545501	0.713585462	-0.316196041	2004.036059	895.7895121	53.35692714	0.435226475	0.038906986	2003.897645	896.7255152	57.10415933	0.435311958	0.220887889	2007.170342	894.4504208	57.807913	0.600040247	-0.231785211	2007.644364	894.4684076	59.21695254	0.595529173	-0.253261362	2008.452027	894.3506677	57.57776533	0.617634954	-0.231505638	2042.395532	942.2708787	97.27143575	0	-0.606960795	2001.130858	891.7658714	54.2491422	0.327387362	-0.330381163	2000.581612	890.4319356	60.57884981	0.299042489	-1.256043491	2012.543	888.4508105	257.1531254	0.940737998	-0.182752791	16965	581	84.03853189	31.26555307	36.72846337	142.7621326	2011.87867	888.799688	257.9151423	0.949280348	-0.183856407	2012.891364	888.2131386	259.6237204	0.948526249	-0.182163354	2020.102886	886.3514527	271.6398016	0.950552497	-0.161875575	2010.24214	888.3535505	265.109394	0.967672976	-0.179931569	1981.084276	903.4221655	169.6840523	0.879943218	-0.248466499	1981.81387	899.8590049	175.7142314	0.858498522	-0.280424063	2012.597598	888.6616975	262.273455	0.953682475	-0.186869822	2013.750468	888.0062584	264.4092966	0.952340497	-0.18504583	2018.19149	886.3500755	264.890382	0.947707667	-0.160138665	2012.19655	888.1135772	274.7664397	0.977460339	-0.18313427	1985.440026	902.5260159	197.5389815	0.927559945	-0.237801849	1986.426347	899.120934	200.6055744	0.905446289	-0.25025731	2033	16965	0.119834954	6895	7500	65	1087
47	C34	01_04_15	Up	T2_D2	T2	D2	T3_IMG_6382_C.jpg	T3	IMG6382	3060.517647	1404.740557	49.67660432	0.507056133	-0.170454367	1615	137	22.44170666	2.473718424	17.43356967	26.83734749	3060.514635	1404.760477	50.69168932	0.517446648	-0.149188347	3060.583297	1404.938538	51.51630881	0.517122917	-0.160041173	3061.154538	1404.524784	49.4849071	0.543443572	-0.165816066	3060.643601	1405.127706	55.20576713	0.544836987	-0.109143439	2621.728655	1541.971233	303.1647938	0	1.27025504	3556.10631	1176.596433	0	0	1.133866633	3060.600641	1404.907545	50.98773266	0.524503067	-0.135970008	3060.568803	1404.938261	52.32895336	0.503795464	-0.142521682	3061.156956	1403.275919	50.05187114	0.582739881	-0.176379582	3060.985448	1405.750006	58.20908084	0.550156156	-0.055662647	3064.568092	1391.356378	48.39684845	0	0.098253316	3064.683755	1391.714137	48.02422888	0	0.066810709	3063.168103	1391.469224	267.5560771	0.936111954	-0.003327313	19268	619	89.25391266	32.20052127	45.79505423	149.5350184	3066.694371	1394.036575	251.5414747	0.93413587	-0.019457515	3065.416164	1394.60424	256.2057236	0.936080326	-0.024263667	3067.634936	1391.250895	272.957436	0.934552468	0.020237651	3070.972005	1399.83681	207.7066308	0.933571415	-0.082301547	3070.86504	1394.929086	219.3527629	0.923381434	-0.068323835	3064.16091	1395.834793	243.8765093	0.935845735	-0.06167757	3067.290863	1394.710082	252.4971478	0.935231598	-0.020633373	3066.14832	1395.354683	257.2823188	0.936962597	-0.02495668	3065.726352	1389.702911	267.9189165	0.932880826	0.024715336	3072.174573	1401.458241	213.6283662	0.942922983	-0.085539716	3070.594904	1397.551445	218.5913393	0.92116908	-0.08273703	3064.113377	1398.544729	242.7375061	0.932963703	-0.066437024	1615	19268	0.083817729	7494	8931	0	1167
69	C34	01_04_15	Up	T1_A9	T1	A9	T3_IMG_6382_C.jpg	T3	IMG6382	2961.629996	1899.596046	60.60022018	0.585037537	-0.19761281	2327	161	26.846409	2.254718789	22.76739486	30.70011606	2961.763172	1899.404381	61.30720493	0.591743711	-0.189957905	2961.599633	1899.417647	61.80257515	0.585171361	-0.187485947	2960.757053	1899.396152	57.54048066	0.539525402	-0.358512196	2961.896436	1898.714239	64.433503	0.59911949	-0.163003042	2957.490833	1897.200806	53.31853491	0.857008174	-1.106608468	2957.231201	1896.978151	53.96764994	0.881980184	-1.121444754	2961.859248	1899.590836	61.53760884	0.589592869	-0.172308939	2961.659029	1899.547582	62.26930149	0.581659903	-0.159312028	2960.577663	1899.929888	57.03095413	0.527461896	-0.560869434	2962.372768	1899.484216	66.07086256	0.593560031	-0.068437457	2957.956774	1900.001179	58.12660476	0.861961141	-1.182666529	2958.020809	1899.913454	59.44559896	0.841951448	-1.174542762	2952.089254	1891.580323	251.6962108	0.924078936	-0.147325672	17523	625	87.22010223	32.26537949	47.26293106	148.8903027	2955.172773	1892.931198	242.0503871	0.926761427	-0.146822453	2952.071421	1893.390179	242.8030136	0.924582795	-0.151689894	2967.367572	1890.818253	251.4750448	0.940140747	-0.149251112	2959.247203	1895.625156	218.0555503	0.934938172	-0.150110422	2934.746621	1896.459657	204.8657296	0.854227136	-0.182068301	2927.296249	1897.34001	206.631449	0.85215089	-0.196518645	2957.807584	1893.602421	249.3937854	0.932704139	-0.138409166	2953.844751	1894.358501	250.2926984	0.929136907	-0.144964802	2972.765629	1887.859006	235.5174806	0.946740446	-0.134390701	2967.257239	1896.457656	239.1424326	0.952976455	-0.131980858	2940.810599	1900.01175	214.7791123	0.869349782	-0.156772376	2929.375708	1902.078734	214.7169193	0.859006774	-0.173749683	2327	17523	0.132796896	8493	6161	42	1509
54	C34	01_04_15	Down	T2_D2	T2	D2	T3_IMG_6382_C.jpg	T3	IMG6382	3091.492081	1627.278536	49.28035978	0.259421231	-0.980207062	1831	139	23.72822258	1.011487377	21.71990105	25.68119713	3091.05781	1627.399144	49.67701965	0.197522488	-1.266782859	3091.084698	1627.319555	50.00519739	0.151442204	-1.062524398	3091.975305	1626.310366	49.8696728	0.320422478	0.615979234	3089.66973	1627.384755	53.62158788	0.339579392	0.83659437	3102.166186	1607.690595	79.17164491	0	0.582583554	3099.056781	1611.213646	70.03482802	0	0.56529441	3090.568159	1627.617114	50.39328298	0.283668554	1.429537903	3090.430141	1627.40394	50.89665359	0.238295312	1.415013413	3091.397507	1626.703986	51.61105016	0.47282561	0.921290295	3086.035896	1628.671148	58.88217476	0.670724261	1.084344108	3090.194867	1622.325693	87.30769397	0	0.866965446	3087.790006	1623.368737	78.52795366	0	0.916392188	3104.622079	1610.442488	226.1455462	0.875290946	0.252894687	18570	546	84.20249524	24.8305406	53.42874976	133.9900404	3104.079724	1611.453986	217.1398274	0.878221719	0.238946868	3103.919232	1611.333017	219.0085766	0.879246932	0.239680522	3106.358287	1607.354698	218.4996717	0.881031151	0.250670946	3101.85631	1610.41545	199.0914427	0.881064281	0.213604755	3034.036455	1806.077346	573.4455293	0	0.31889317	3027.686749	1762.019122	524.3606725	0	0.398128356	3104.052394	1612.487955	217.1377618	0.877434703	0.238028929	3103.642478	1612.417021	218.8724173	0.877852294	0.237479661	3106.790893	1605.5983	214.4680533	0.889597607	0.26062008	3102.154329	1612.200298	198.5951735	0.884224627	0.215279137	3080.503465	1731.79579	467.9419335	0	0.226540029	3067.877577	1709.835364	437.5395124	0	0.310599993	1831	18570	0.098599892	1218	14481	1	543
76	C34	01_04_15	Down	T1_A9	T1	A9	T3_IMG_6382_C.jpg	T3	IMG6382	2959.263591	2090.440692	83.75910166	0.466459668	0.932411038	4856	228	38.92025393	2.152445326	33.76177023	42.37558805	2958.432124	2089.862354	87.01488151	0.490089457	0.991061736	2958.640128	2089.645237	87.52754999	0.491267875	0.946956291	2958.391942	2089.141476	86.89715613	0.530175919	0.819385535	2955.965693	2086.521893	96.5847173	0.553266455	1.008515344	2933.087419	2049.118961	59.83192163	0	-0.290044835	2944.240921	2067.71671	67.98468631	0	-0.03894255	2958.469007	2089.779998	88.75793009	0.515201414	1.020944239	2958.780238	2089.440043	89.32370903	0.519083109	0.96383257	2958.3709	2089.464205	89.43124423	0.567239526	0.861233842	2956.296378	2085.458068	104.628823	0.645201457	1.058998403	2943.231442	2072.799416	90.23802084	0.808147276	0.70625373	2947.190913	2079.081536	92.21016208	0.748150819	0.870267933	2957.766276	2074.198308	201.7258338	0.788238697	-0.231491038	18325	559	82.72041238	23.69315732	50.95009534	132.8805598	2957.125458	2075.821342	194.5889784	0.786980277	-0.262927104	2957.163713	2074.57006	197.4720485	0.791467217	-0.253963425	2958.125851	2071.240119	193.9188219	0.788153224	-0.193179982	2953.404288	2074.416549	185.527712	0.792007117	-0.290812569	2959.010185	2109.089458	262.3195259	0.969207283	-0.368185957	2958.881435	2104.224625	277.9876604	0.942353708	-0.358176856	2956.828376	2077.115474	194.3900857	0.785606674	-0.272892134	2957.137646	2075.791264	198.9269794	0.793710967	-0.264600832	2957.097737	2071.005228	189.1671895	0.787482173	-0.182363777	2952.858676	2076.842609	178.1542168	0.767107313	-0.294473791	2962.838308	2109.509714	283.9662671	0.974649858	-0.37289651	2962.558047	2105.466209	295.3467528	0.956089839	-0.364391834	4856	18325	0.264993179	1738	10879	3	775
46	C34	01_04_15	Up	T3_C1	T3	C1	T7_IMG_6388_C.jpg	T7	IMG6388	4153.52546	1325.854821	38.32187836	0.586919323	-0.254502064	923	104	16.75759132	1.592203412	13.20780445	19.73049042	4153.696368	1325.838577	38.69660804	0.590281924	-0.27399746	4153.447092	1325.866272	39.82512907	0.603190463	-0.252985834	4154.456328	1325.859211	39.5160289	0.600755758	-0.277960154	4154.376111	1325.854586	44.34696746	0.640677912	-0.318114107	4152.312781	1325.952052	37.17860122	0.562447704	-0.333791011	4150.322676	1326.295361	42.10970096	0.582264193	-0.215398442	4153.642335	1325.654336	39.35539118	0.560683449	-0.353274791	4153.27503	1325.647826	41.48115933	0.574161045	-0.278514372	4154.35011	1325.36701	41.20560668	0.534696272	-0.411199851	4153.496954	1324.552372	49.96266274	0.563805029	-0.623274762	4150.91286	1326.760288	34.1652651	0.517707554	-0.224743815	4144.870314	1327.77355	49.14505197	0.67776412	0.478744305	4163.769129	1329.541236	276.2861034	0.915268115	-0.055128969	23511	649	96.03137832	31.35865653	52.65799861	157.1399191	4169.766902	1329.933759	271.7189895	0.922912857	-0.058393979	4166.671985	1330.658584	273.1477482	0.922703696	-0.063098124	4165.588164	1335.471098	279.9685476	0.916750176	-0.075919628	4191.210512	1327.955887	256.0409802	0.961180242	-0.026803596	4236.369417	1335.567774	71.42048828	0	-1.149954436	4176.946042	1331.955014	261.306932	0.943929424	-0.093244413	4170.920195	1329.842742	273.7519248	0.926594352	-0.058663066	4167.838161	1330.526473	276.524891	0.926757787	-0.064097486	4162.207588	1337.079316	263.3962568	0.903096436	-0.07640754	4196.25254	1328.364206	267.3650043	0.975047602	-0.012219711	4248.740128	1338.352263	39.6505691	0	-1.218741804	4180.586684	1332.323187	266.3455065	0.956767354	-0.096545716	923	23511	0.03925822	19562	2027	138	524
62	C34	01_04_15	Up	T2_A7	T2	A7	T7_IMG_6388_C.jpg	T7	IMG6388	4098.390288	1742.631295	31.55371594	0.687161586	-0.595096688	556	79	13.02164576	1.825933705	9.307757704	16.7347565	4098.253721	1742.539512	32.11975027	0.681340805	-0.573941765	4098.121058	1742.837191	32.76701976	0.671860174	-0.542868195	4099.381019	1743.476566	31.70411028	0.652083876	-0.595000708	4096.596855	1742.909789	37.11688591	0.647717701	-0.341584898	4095.727977	1741.076112	33.73236397	0.802200678	-0.609549852	4091.986656	1742.560202	36.74847928	0.743103278	-0.689454497	4098.275862	1742.516604	32.28260578	0.585741402	-0.544010624	4097.89859	1743.425914	34.67133476	0.564474676	-0.300690012	4099.707627	1745.025706	33.77271915	0.59353545	-0.543862926	4101.063442	1737.728915	19.43836338	0	-0.833149176	4092.918923	1730.371473	31.58007571	0	-0.404713758	4104.668268	1746.258723	14.14052933	0	-1.220793948	4092.203296	1732.055148	261.5836997	0.934333091	-0.167906437	18387	607	87.62693981	32.25936456	42.06063053	147.4782963	4091.075164	1733.769839	256.3101641	0.939098605	-0.173450795	4090.445447	1733.527879	255.323766	0.935829378	-0.174550565	4094.247469	1736.265408	279.0854439	0.947133944	-0.179861481	4081.144118	1738.566198	231.0006576	0.947684492	-0.183052125	4085.479807	1736.899437	239.7037523	0.956363967	-0.17262069	4085.223537	1733.94404	238.627905	0.936410583	-0.177230362	4092.612732	1734.190632	259.5989716	0.942061007	-0.174188932	4091.852766	1733.814179	258.5105396	0.936850164	-0.174624898	4091.227205	1737.721273	271.9438934	0.96299917	-0.195123021	4084.384607	1739.708302	240.3912004	0.958128264	-0.178708417	4089.423889	1738.727637	246.1955068	0.973086803	-0.171404324	4088.337923	1734.848429	243.6930629	0.940970397	-0.171752721	556	18387	0.030238756	10602	7016	35	286
55	C34	01_04_15	Down	T3_C1	T3	C1	T7_IMG_6388_C.jpg	T7	IMG6388	4111.931181	1534.635514	45.11600315	0.638356461	-0.358149864	1177	118	19.06383595	2.800676192	13.06104048	24.40021392	4111.741551	1534.088047	46.61178212	0.64066368	-0.363629125	4112.008639	1533.859807	47.6947394	0.651111468	-0.328886238	4112.929541	1533.001938	47.2530597	0.659650423	-0.206233794	4111.643528	1531.065058	53.63376503	0.704537608	-0.267729447	4110.21281	1535.079314	48.19094122	0.64652959	-0.531601944	4110.780088	1533.543348	56.03106974	0.675806928	-0.423654366	4111.364462	1533.764183	47.41883571	0.621016079	-0.403183889	4111.830157	1533.429528	49.59991027	0.636976045	-0.313903901	4111.859936	1534.382461	45.79281419	0.572232702	0.034781774	4107.170414	1523.53106	64.84832894	0.900729024	-0.368491728	4111.713575	1531.429666	56.22661365	0.749205265	-0.492373273	4113.696619	1527.599496	67.1092774	0.793808718	-0.25959828	4141.502755	1531.480293	247.9806561	0.934795921	0.023526615	16517	570	81.38860488	28.55309505	43.64917922	135.2840999	4143.100248	1531.251273	243.6171884	0.940943624	0.018919122	4142.138114	1530.822367	244.3372879	0.938159259	0.019861597	4151.101638	1530.698814	257.9770519	0.946706781	0.01742752	4147.203803	1529.227082	237.6030127	0.95735708	0.008195088	4114.380215	1540.873522	186.3882394	0.925633744	0.125941478	4111.883583	1537.219671	188.2485017	0.884170132	0.125966232	4144.180105	1530.887065	245.2322866	0.944514295	0.016055077	4142.814484	1530.276897	245.63785	0.939594844	0.017859384	4151.288803	1531.966588	255.5623125	0.953725944	0.00541517	4150.200387	1528.950622	242.1364713	0.969055733	0.001066711	4120.146985	1539.23395	203.7854525	0.93947091	0.055686762	4117.062192	1533.649465	201.6009113	0.88539914	0.067098405	1177	16517	0.071259914	3881	10568	3	607
78	C34	01_04_15	Down	T2_A7	T2	A7	T7_IMG_6388_C.jpg	T7	IMG6388	4081.13113	2063.552239	40.87680708	0.692704483	0.038163225	938	102	16.83531463	2.233788063	12.37581527	20.01871721	4081.089883	2063.672921	41.66967517	0.690683919	0.018786694	4081.229828	2063.466739	42.51519183	0.694644128	0.019529677	4080.735658	2063.613048	42.29609438	0.70341636	0.01788327	4081.289054	2063.520586	47.35314318	0.691423204	-0.06706919	4082.341288	2063.494457	39.70881268	0.649777385	0.051005127	4083.564627	2062.33699	44.5355561	0.653952139	0.084832114	4081.397526	2064.119699	42.08679149	0.668527934	-0.008701606	4081.473519	2063.631288	43.81659639	0.64998305	0.016622303	4080.415228	2063.420689	42.4714554	0.630899373	0.088476387	4085.025516	2067.789093	55.53641825	0.605487935	-0.513355148	4086.005377	2066.23125	41.60469319	0.999838668	-0.352479201	4090.546916	2063.36406	50.16119072	0.673702764	-0.546796869	4072.93704	2072.524714	195.0524278	0.874225912	-0.011095658	14263	469	71.0059697	18.59952866	40.84419396	108.3104044	4074.048646	2071.724779	200.3353087	0.913229168	-0.012301317	4074.036067	2071.60754	200.5106825	0.910831966	-0.013580103	4074.269136	2070.776005	201.289124	0.882379882	-0.015595201	4074.608436	2071.947685	210.9335801	0.951115157	-0.023159907	4068.543148	2073.373108	187.6271392	0.937001644	-0.00562893	4067.892787	2072.274987	189.5838742	0.948327298	-0.013444822	4075.454348	2071.634464	205.203586	0.925191147	-0.017111789	4075.215454	2071.479444	205.3847899	0.922650098	-0.019863631	4073.464403	2070.604913	197.9650189	0.876148995	-0.028520832	4077.418123	2071.681606	218.2728389	0.965070504	-0.033074984	4072.11946	2073.085159	197.3428744	0.96276878	-0.016101313	4071.10478	2071.586863	199.9215159	0.976955802	-0.035979229	938	14263	0.065764566	491	4433	0	369
10	C35	01_04_17	Down	T3_D2	T3	D2	T1_IMG_6380_C.jpg	T1	IMG6380	4347.363676	421.617902	91.51812901	0.688386791	0.242535005	4614	235	38.05091106	5.851752429	23.49232675	48.52501056	4346.619671	422.1594869	94.48569693	0.715132981	0.230123207	4346.703632	421.2753672	95.29321209	0.709705608	0.226855693	4345.624565	417.7403863	89.91854065	0.725370731	0.188425862	4342.95768	421.5876635	107.1908702	0.782379727	0.19615441	4351.116138	436.0778783	102.6223763	0.860602384	0.041408047	4353.740404	438.8483284	116.194322	0.904396295	-0.05780428	4346.178132	422.3407703	95.73355509	0.733453072	0.212773206	4346.49172	421.2013771	96.70822633	0.722363203	0.204340014	4344.936833	416.8998899	89.83450194	0.744300292	0.145260817	4338.869299	421.7626463	115.3456679	0.861029051	0.147335742	4353.710719	441.9745356	106.4551117	0	-0.087126658	4362.620664	453.2146384	132.2064364	0	-0.262912285	4356.558804	430.1523496	265.3677988	0.933561702	0.15397204	19429	606	87.95365242	30.85753939	42.71532865	145.9997354	4355.287302	429.8820435	263.256301	0.936384054	0.16511198	4353.79261	429.8831444	265.1292156	0.932863911	0.159346596	4360.121768	425.8776191	260.8083394	0.934652896	0.165637747	4349.351144	428.558304	265.9001172	0.940676199	0.185183453	4348.632239	435.8187017	270.8590108	0.951967552	0.179655169	4341.787597	436.422095	273.9380748	0.94379925	0.173614392	4355.60928	429.7931435	267.0554729	0.933848777	0.168817365	4353.578567	429.8607342	268.1781253	0.927767464	0.163504178	4362.368868	424.4937621	250.79107	0.939385855	0.162547785	4349.901387	427.1905918	272.6667242	0.937763324	0.185135092	4348.254343	434.7137384	273.6405821	0.944475207	0.193843876	4341.16791	435.5465479	273.8230095	0.929127804	0.188797767	4614	19429	0.237480056	2036	8648	11	796
40	C35	01_04_17	Down	T1_C4	T1	C4	T1_IMG_6380_C.jpg	T1	IMG6380	4351.992577	949.0503093	61.62248283	0.557361024	-0.127150976	2425	167	27.62237342	2.914403505	22.50113682	35.99569946	4352.001056	948.2466826	63.16855297	0.578342896	-0.100066609	4352.42248	948.0232685	64.52242131	0.580348998	-0.074421998	4353.946766	946.2579067	63.26642282	0.65225027	0.051872279	4353.073217	944.3473006	71.15738686	0.679712217	0.042775546	4346.721317	953.9327451	59.90517258	0.419121751	-0.177909118	4346.637224	953.4470055	70.94835453	0.425774414	-0.137156064	4351.984993	948.1935767	63.48998434	0.572168128	-0.122301356	4352.447078	947.9464412	65.40146204	0.568359577	-0.066192643	4353.925359	946.2726252	63.04493149	0.664829464	0.101013682	4353.149432	943.4277466	73.85214859	0.647508955	0.048300026	4346.664266	954.0801564	67.50187549	0.558691791	-0.570979065	4347.107169	952.4973648	90.97245884	0.560961781	-0.55343651	4373.34394	942.3498665	256.7489341	0.923216269	-0.01856052	18730	611	87.65021985	31.1761051	42.8924366	146.5952099	4372.287489	941.7707668	252.8946534	0.928910895	-0.009801574	4371.873954	941.4899116	253.5990547	0.926630576	-0.003925277	4385.769844	940.228105	257.1541314	0.929448272	0.022585175	4376.00804	939.0457567	259.6216599	0.947037382	0.026377646	4332.887648	947.3309793	139.2018303	0.739862553	-0.21090732	4329.41735	945.9023828	130.3967728	0.63682667	-0.224905693	4373.066314	941.9201585	258.177102	0.933665092	-0.005409171	4371.70518	941.6133486	258.6263886	0.929860562	0.001944943	4389.452993	940.3168213	248.7912141	0.929796211	0.025635766	4378.744061	938.9680952	269.7080254	0.95791496	0.040989318	4329.989671	946.8982681	104.2334422	0.61285555	-0.777464439	4323.985604	945.2097602	103.4262883	0.682262009	-1.384389844	2425	18730	0.129471436	3040	11882	0	767
