Num_ID	Isolate	Genotype	GenotypeP	Plant	Plant_tray	Plant_position	Image	Exp_tray	Lesion.0.m.cx	Lesion.0.m.cy	Lesion.0.m.majoraxis	Lesion.0.m.eccentricity	Lesion.0.m.theta	Lesion.0.s.area	Lesion.0.s.perimeter	Lesion.0.s.radius.mean	Lesion.0.s.radius.sd	Lesion.0.s.radius.min	Lesion.0.s.radius.max	Lesion.red.m.cx	Lesion.red.m.cy	Lesion.red.m.majoraxis	Lesion.red.m.eccentricity	Lesion.red.m.theta	Lesion.grn.m.cx	Lesion.grn.m.cy	Lesion.grn.m.majoraxis	Lesion.grn.m.eccentricity	Lesion.grn.m.theta	Lesion.blu.m.cx	Lesion.blu.m.cy	Lesion.blu.m.majoraxis	Lesion.blu.m.eccentricity	Lesion.blu.m.theta	Lesion.redgrn.m.cx	Lesion.redgrn.m.cy	Lesion.redgrn.m.majoraxis	Lesion.redgrn.m.eccentricity	Lesion.redgrn.m.theta	Lesion.redblu.m.cx	Lesion.redblu.m.cy	Lesion.redblu.m.majoraxis	Lesion.redblu.m.eccentricity	Lesion.redblu.m.theta	Lesion.grnblu.m.cx	Lesion.grnblu.m.cy	Lesion.grnblu.m.majoraxis	Lesion.grnblu.m.eccentricity	Lesion.grnblu.m.theta	Lesion.Bred.m.cx	Lesion.Bred.m.cy	Lesion.Bred.m.majoraxis	Lesion.Bred.m.eccentricity	Lesion.Bred.m.theta	Lesion.Bgrn.m.cx	Lesion.Bgrn.m.cy	Lesion.Bgrn.m.majoraxis	Lesion.Bgrn.m.eccentricity	Lesion.Bgrn.m.theta	Lesion.Bblu.m.cx	Lesion.Bblu.m.cy	Lesion.Bblu.m.majoraxis	Lesion.Bblu.m.eccentricity	Lesion.Bblu.m.theta	Lesion.Bredgrn.m.cx	Lesion.Bredgrn.m.cy	Lesion.Bredgrn.m.majoraxis	Lesion.Bredgrn.m.eccentricity	Lesion.Bredgrn.m.theta	Lesion.Bredblu.m.cx	Lesion.Bredblu.m.cy	Lesion.Bredblu.m.majoraxis	Lesion.Bredblu.m.eccentricity	Lesion.Bredblu.m.theta	Lesion.Bgrnblu.m.cx	Lesion.Bgrnblu.m.cy	Lesion.Bgrnblu.m.majoraxis	Lesion.Bgrnblu.m.eccentricity	Lesion.Bgrnblu.m.theta	Leaf.0.m.cx	Leaf.0.m.cy	Leaf.0.m.majoraxis	Leaf.0.m.eccentricity	Leaf.0.m.theta	Leaf.0.s.area	Leaf.0.s.perimeter	Leaf.0.s.radius.mean	Leaf.0.s.radius.sd	Leaf.0.s.radius.min	Leaf.0.s.radius.max	Leaf.red.m.cx	Leaf.red.m.cy	Leaf.red.m.majoraxis	Leaf.red.m.eccentricity	Leaf.red.m.theta	Leaf.grn.m.cx	Leaf.grn.m.cy	Leaf.grn.m.majoraxis	Leaf.grn.m.eccentricity	Leaf.grn.m.theta	Leaf.blu.m.cx	Leaf.blu.m.cy	Leaf.blu.m.majoraxis	Leaf.blu.m.eccentricity	Leaf.blu.m.theta	Leaf.redgrn.m.cx	Leaf.redgrn.m.cy	Leaf.redgrn.m.majoraxis	Leaf.redgrn.m.eccentricity	Leaf.redgrn.m.theta	Leaf.redblu.m.cx	Leaf.redblu.m.cy	Leaf.redblu.m.majoraxis	Leaf.redblu.m.eccentricity	Leaf.redblu.m.theta	Leaf.grnblu.m.cx	Leaf.grnblu.m.cy	Leaf.grnblu.m.majoraxis	Leaf.grnblu.m.eccentricity	Leaf.grnblu.m.theta	Leaf.Bred.m.cx	Leaf.Bred.m.cy	Leaf.Bred.m.majoraxis	Leaf.Bred.m.eccentricity	Leaf.Bred.m.theta	Leaf.Bgrn.m.cx	Leaf.Bgrn.m.cy	Leaf.Bgrn.m.majoraxis	Leaf.Bgrn.m.eccentricity	Leaf.Bgrn.m.theta	Leaf.Bblu.m.cx	Leaf.Bblu.m.cy	Leaf.Bblu.m.majoraxis	Leaf.Bblu.m.eccentricity	Leaf.Bblu.m.theta	Leaf.Bredgrn.m.cx	Leaf.Bredgrn.m.cy	Leaf.Bredgrn.m.majoraxis	Leaf.Bredgrn.m.eccentricity	Leaf.Bredgrn.m.theta	Leaf.Bredblu.m.cx	Leaf.Bredblu.m.cy	Leaf.Bredblu.m.majoraxis	Leaf.Bredblu.m.eccentricity	Leaf.Bredblu.m.theta	Leaf.Bgrnblu.m.cx	Leaf.Bgrnblu.m.cy	Leaf.Bgrnblu.m.majoraxis	Leaf.Bgrnblu.m.eccentricity	Leaf.Bgrnblu.m.theta	Lesion.Size	Leaf.Size	Lesion.Prop	Leaf.Grn	Leaf.Ylw	Lesion.Grn	Lesion.Ylw
48	C34-01_04_15	Up	Up1	T2_D2	T2	D2	T3_IMG_6323_C.jpg	T3	3039.383855	1393.871499	30.67775412	0.557180651	0.394367177	607	79	13.49396185	1.244181629	11.43049189	15.93890052	3039.468382	1393.975562	31.23009588	0.580317291	0.399015664	3039.49138	1394.134025	31.87450973	0.597351528	0.382700307	3039.779583	1394.071957	31.85264493	0.609920362	0.440734802	3039.717761	1394.775777	35.74500657	0.71310997	0.390790598	3038.847022	1394.166063	30.06644459	0.672501226	-0.794887355	3039.168488	1396.885817	33.42790886	0.803320952	-0.549780236	3039.141151	1394.0922	33.24816694	0.653599259	0.405615412	3039.274547	1394.536233	35.11122069	0.697691565	0.362797594	3038.825186	1393.389414	37.14032542	0.76718422	0.478737107	3035.436713	1397.31225	58.48879664	0	0.44495316	3044.536412	1398.335656	36.78529665	0	-0.95522619	3048.190723	1403.038506	43.22891315	0	-0.854232217	3042.67014	1387.475498	272.915167	0.950944309	-0.073210408	17468	644	88.38234066	34.08024452	40.33340521	149.7236617	3047.87003	1388.332511	263.8126692	0.951360894	-0.0803373	3045.204664	1388.894911	266.0859038	0.951287923	-0.081825368	3052.485577	1390.940981	277.8195716	0.955916375	-0.087992902	3061.730489	1391.743762	218.3602496	0.954513622	-0.120820294	3068.954922	1386.848485	179.5975955	0.933988467	-0.256275816	3041.520056	1386.984599	251.530366	0.9491895	-0.111700516	3048.863171	1388.903526	263.4145521	0.95168411	-0.08069237	3045.991029	1389.558283	267.3614776	0.951252851	-0.083973399	3056.442188	1390.44484	261.5728635	0.958444484	-0.08532135	3064.62492	1392.666321	221.2792202	0.963541928	-0.116327025	3074.029407	1388.000671	176.1631207	0.959192375	-0.268159841	3040.586924	1389.180179	256.1635957	0.952059034	-0.122600783	607	17468	0.034749256	15588	1270	59	436
56	C34-01_04_15	Down	Down1	T2_D2	T2	D2	T3_IMG_6323_C.jpg	T3	3069.805	1612.61	25.96692548	0.653459584	-1.279457912	400	63	10.8602996	1.197744997	8.922075238	12.89703785	3069.75768	1612.254174	25.95177243	0.648250263	-1.247049694	3069.858031	1612.23575	26.08251051	0.641682489	-1.255151638	3070.632163	1612.518896	24.67428693	0.552351252	-1.287993691	3069.877479	1610.428732	25.30258101	0.596188676	-0.900296462	3068.255009	1611.044449	28.4251783	0.812978822	-1.178946049	3068.455528	1609.835058	29.659806	0.80529666	-1.113497904	3069.16518	1612.280036	24.44366647	0.682061886	-0.983615043	3069.500568	1612.416362	24.29173514	0.628281066	-0.942327777	3077.750903	1627.897493	15.03301635	0	-0.337860278	3070.518793	1610.32041	33.88756383	0.795503971	1.537205269	3067.361323	1606.50943	27.82106898	0	-0.766654446	3067.388914	1602.148775	28.44925874	0	-0.375971562	3089.11677	1603.081937	227.3047203	0.92069556	0.237184983	15158	560	78.79569282	26.97611398	44.43972077	129.6343051	3089.33661	1602.268304	221.920239	0.920464502	0.242111827	3088.569751	1601.987451	223.133264	0.920379411	0.242885019	3092.473172	1600.105952	220.5833108	0.92198916	0.244176238	3089.008715	1598.352639	206.561908	0.922378468	0.26050052	3068.224607	1636.003015	287.1927941	0	0.289609707	3060.079295	1632.972143	293.6899734	0	0.344042062	3089.805375	1602.447809	223.4574482	0.919620649	0.248417932	3088.809194	1602.082102	225.4453925	0.919590972	0.24785833	3091.840051	1597.637653	200.2892711	0.919944032	0.254199929	3089.799322	1598.302939	210.696111	0.92346959	0.279124537	3074.197915	1628.326701	297.4099265	0	0.271755488	3064.700389	1625.182839	297.5582143	0	0.321228214	400	15158	0.026388706	4560	10198	0	229
70	C34-01_04_15	Up	Up2	T1_A9	T1	A9	T3_IMG_6323_C.jpg	T3	2941.090909	1885.176471	33.11875514	0.4783868	0.079498529	748	86	15.02454354	1.121705745	12.64654498	17.14182245	2941.155452	1885.217869	33.290043	0.488402623	0.058187619	2941.081141	1885.333377	33.55716642	0.474348953	0.081672182	2940.588721	1886.19629	32.7041893	0.423138982	0.023018923	2941.263369	1885.599816	34.43834189	0.48817013	0.017289606	2938.458653	1890.183093	29.40236388	0.485597422	0.606682592	2938.534576	1889.876699	29.12384912	0.395543124	0.772338419	2941.406508	1885.242672	34.23458555	0.544992925	-0.023284049	2941.186912	1885.448641	34.52024696	0.487465045	0.01194125	2940.377723	1886.84343	34.31737088	0.429737638	0.02772265	2942.201415	1885.744858	38.766436	0.625140281	-0.1950526	2938.603465	1889.633532	34.5375988	0.317595298	0.534519671	2938.650555	1889.632213	34.75005914	0.346556591	0.581010669	2929.736947	1882.094658	249.8659428	0.931880881	-0.134882207	16586	628	86.22270651	32.81916573	42.72038529	146.7727113	2933.190221	1882.24679	244.7047414	0.935207057	-0.139047195	2930.700683	1882.66066	244.4651504	0.932854393	-0.141353926	2943.951342	1882.855684	251.0811757	0.949248042	-0.151845236	2940.267827	1882.752392	225.1840113	0.94550499	-0.153341259	2897.826779	1885.819936	132.9100917	0.616558772	-0.523803054	2894.269444	1885.087376	163.6875229	0.745957801	-0.287617938	2935.285948	1882.390965	250.1371435	0.939800996	-0.139144232	2932.225316	1882.85349	250.9013698	0.936302832	-0.142680481	2947.162071	1882.957508	227.9528089	0.960558376	-0.163434456	2946.26603	1882.746377	242.2529822	0.960475827	-0.150522982	2902.992334	1886.528333	154.506128	0.724059236	-0.339015908	2895.390811	1885.095763	174.5344411	0.762257962	-0.284791398	748	16586	0.045098276	14724	1114	235	355
80	C34-01_04_15	Down	Down2	T1_A9	T1	A9	T3_IMG_6323_C.jpg	T3	2938.965318	2074.978035	39.85654722	0.709847183	0.163585202	865	99	16.20279098	2.382365627	10.48596752	19.6678469	2938.483639	2074.353671	40.92721452	0.736825591	0.189685142	2938.695157	2074.270536	41.77362473	0.752766727	0.182312658	2939.504407	2075.004915	42.33267316	0.789429592	0.190232358	2936.674861	2072.084655	45.65920544	0.861511568	0.210457902	3309.638997	2524.690924	0	0	-0.677499813	2944.153917	2084.165064	36.31485241	0	-0.172437002	2937.883676	2073.141168	42.19146803	0.806876264	0.241009675	2938.388595	2073.118783	44.91684282	0.844391217	0.247452168	2940.2783	2074.297366	47.34404303	0.936705485	0.280280058	3034.763047	2175.103731	128.8487899	0	-0.788092258	2932.363394	2064.003709	61.17223488	0	-0.985662998	2957.425522	2129.262343	0	0	-0.242949529	2939.233769	2067.167449	209.4055751	0.872510388	-0.290554118	15772	574	79.44046391	26.63570027	43.71980276	130.4900289	2939.285728	2066.224448	203.9483818	0.868620027	-0.28317218	2939.007091	2065.611375	205.2823285	0.869652715	-0.27779254	2940.283659	2062.661777	205.7981102	0.88130097	-0.24691474	2938.402542	2061.856734	194.2553673	0.870424659	-0.248502359	2936.594562	2147.753116	236.5597404	0	-0.235562582	2934.587575	2156.329263	272.7647495	0	-0.202677845	2940.29615	2066.26793	206.6905664	0.863834986	-0.279837965	2940.096291	2065.462522	209.723134	0.866485048	-0.271090308	2939.533757	2061.691479	195.5811013	0.872082209	-0.241972812	2943.50223	2059.50563	203.6985389	0.878016955	-0.210208603	2932.637997	2137.945155	202.6241266	0	-0.178138606	2924.968945	2139.723237	227.909037	0	-0.074002383	865	15772	0.054844027	2216	12649	99	396
4	C39-01_04_25	Down	Down1	T3_A3	T3	A3	T3_IMG_6323_C.jpg	T3	1703.392387	537.4450952	33.9277647	0.642672143	0.224118848	683	84	14.38411802	1.677240376	10.87146612	17.46556379	1703.476627	537.3340918	33.79097869	0.631485808	0.249574026	1703.457051	537.0672432	34.57624436	0.632455979	0.293658231	1703.368904	536.1940539	34.37226917	0.619472196	0.421310533	1703.717301	535.5229866	36.67237366	0.634087998	0.560731099	1703.995262	540.1524474	33.82709399	0.869697504	-0.057152205	1705.332406	541.6667823	39.31413697	0.953113522	-0.041459257	1703.762694	536.9344221	33.008434	0.618955236	0.354764048	1703.847474	535.8871146	35.40947786	0.648310547	0.478028292	1704.210334	530.6013412	35.88713746	0.987579084	0.396453873	1691.199201	575.8459286	36.90822311	0	0.194520291	1703.834531	543.9468189	31.35616542	0	-0.075139052	1706.234267	547.2807615	37.4087152	0	-0.06430088	1700.324422	544.9743865	290.8939467	0.936209086	0.038661513	22332	722	97.96046196	36.12625769	46.91396159	163.3818925	1699.94539	543.9342437	284.2127736	0.93628476	0.043884363	1699.972803	544.1205644	287.1758812	0.936091475	0.047281853	1705.121317	540.3504838	294.0182165	0.942310612	0.077846891	1700.336938	538.6914382	270.7864811	0.941796594	0.083293712	1690.99555	551.6869796	274.5103622	0.945369089	-0.007774908	1689.686354	552.1732744	282.8850464	0.941380614	0.007804917	1700.734381	543.5075163	286.4448954	0.935392998	0.042308822	1700.770987	543.9946661	290.6180288	0.934272446	0.04537958	1703.683872	537.3293675	278.7388859	0.947518787	0.093007552	1701.270129	537.5342677	270.562581	0.944064814	0.086304915	1692.904439	548.9168383	278.7227704	0.940815781	-0.003502589	1690.929635	551.0191203	286.7946591	0.930850851	0.014895656	683	22332	0.030583915	6357	15274	11	295
22	C39-01_04_25	Up	Up1	T3_A3	T3	A3	T3_IMG_6323_C.jpg	T3	1783.735484	288.6473118	30.43202148	0.762715433	0.420960946	465	70	11.84588681	2.019159836	7.773450367	15.41143228	1783.891991	288.6606421	30.23209649	0.760346747	0.414750483	1783.952305	288.9494109	30.93792135	0.771310213	0.418205565	1784.124457	289.5101594	30.74284605	0.785085884	0.376547775	1785.344343	290.1214247	31.13067337	0.779312859	0.377936858	1783.826164	287.5164742	29.32023885	0.743570901	0.398901928	1784.201564	289.1624341	32.86639194	0.790693413	0.37524573	1784.050577	288.088706	30.61095038	0.781475927	0.427057517	1784.246212	288.8825143	32.47848747	0.81299286	0.437491646	1783.730551	287.7815466	36.55654211	0.969627064	0.273113052	1793.419055	284.81228	45.85942274	0	0.720849759	1784.326068	287.7236005	28.76225903	0.679994812	0.845519511	1786.523149	294.8380475	29.60929217	0.861903281	0.176108628	1792.825392	306.4644102	322.1959685	0.962649813	0.10633696	20652	745	99.53881108	42.55362202	38.87002407	173.432387	1803.454279	308.6597304	315.2867694	0.965479317	0.103357497	1798.611983	308.9778015	315.7572166	0.964560168	0.098609852	1817.354176	311.4347019	329.8604697	0.967762167	0.098532142	1837.281129	313.0038947	285.6794739	0.975367433	0.133819987	1914.819969	335.0366474	40.83455497	0	-1.324872247	1795.518278	314.5505803	249.8422251	0.963686462	0.00625831	1805.50842	309.3876274	317.7107958	0.966707137	0.103887791	1800.219738	309.9211834	319.6539856	0.965146576	0.09865248	1821.44303	310.1535371	316.5623075	0.970178874	0.113824251	1843.763544	313.9737595	280.0613816	0.98818274	0.154543791	1966.470565	344.8402661	0	0	-1.355194896	1797.264076	317.4201849	247.9515303	0.970411528	-0.001766517	465	20652	0.022515979	18075	2107	6	264
26	C39-01_04_25	Up	Up2	T3_A4	T3	A4	T3_IMG_6323_C.jpg	T3	1741.21513	738.9479905	24.34748788	0.399240379	0.017109964	423	66	11.12663666	0.741697053	9.162470865	12.43209286	1741.496803	738.9052462	23.90949719	0.335796443	-0.240478531	1741.458532	738.674098	24.55855593	0.369380661	-0.38030423	1742.598736	738.7016558	25.00779063	0.503773711	-0.996278289	1745.195964	737.1067436	32.28014512	0.941988736	-1.174614761	1742.021766	738.48919	22.54730333	0.271386233	-0.943164979	1718.714832	787.3456649	46.90251039	0	0.450606231	1742.165739	738.6843959	24.34732841	0.518401807	-1.125641678	1742.284943	737.685038	26.49901771	0.637071871	-1.066792765	1745.587877	738.0466784	31.67689286	0	-1.32224709	1824.46724	680.3666254	0	0	1.046482519	1745.133873	736.3301873	17.62445367	0	1.46513832	1738.784184	743.1979628	30.90731263	0	0.438398161	1736.343652	756.3679503	404.6388551	0.974763627	0.224041316	24487	947	121.9701235	56.38006844	35.39974282	221.091736	1743.45045	759.8415841	404.2738745	0.976552555	0.230913091	1738.700862	759.1689946	404.6915975	0.976424237	0.225276082	1753.369476	765.4719796	435.8872911	0.975565264	0.232600741	1772.961415	775.9861733	390.8082016	0.986219421	0.246194696	1773.657557	773.0772097	330.9694786	0.987904256	0.188576599	1736.074093	761.1398745	383.672451	0.98228973	0.201693756	1744.022586	760.8790978	407.2946148	0.977063587	0.229779804	1738.776643	760.2280223	409.1797589	0.976697326	0.224587156	1757.128399	765.4201392	406.5806753	0.972588398	0.223753942	1776.814216	778.2839371	399.792429	0.989985012	0.247685943	1781.533421	777.5162161	325.4677019	0.999275739	0.164515672	1736.309168	763.1484359	391.7759349	0.985364788	0.200733212	423	24487	0.017274472	18336	5694	0	131
33	C39-01_04_25	Down	Down2	T3_A4	T3	A4	T3_IMG_6323_C.jpg	T3	1741.812422	959.9993726	46.04916268	0.238082609	0.449024916	1594	132	22.07447415	1.446836889	18.26683564	24.62097552	1741.031329	960.7540034	46.1389041	0.24146255	0.455886141	1741.278662	960.1024923	46.92054047	0.278533695	0.302218245	1741.063876	959.9221381	47.50167306	0.390543168	0.189063736	1736.248201	962.6464991	48.27826499	0.432872404	0.235359409	1745.503924	964.1453795	51.75797047	0.915550882	1.524417842	1749.99704	959.8043849	58.4990072	0	1.394964619	1740.168552	961.7134949	44.28329482	0.167907056	0.604471201	1740.503892	960.5234107	46.18903241	0.322973232	0.107017357	1740.016605	961.7267112	47.13570491	0.578381733	0.027371218	1333.61975	1269.473977	0	0	0.919066253	1744.22373	956.969241	63.94688571	0.960580335	1.231182849	1746.791226	947.3661314	61.641234	0	0.836311878	1747.696815	974.3351918	216.0686287	0.826727556	0.375883825	19371	595	84.50886768	22.95030351	52.35729283	127.8226465	1745.330577	974.0467486	209.4680406	0.818451239	0.40466525	1745.733056	973.8201384	212.1701447	0.822800203	0.400020685	1744.267083	969.1524505	213.3037491	0.821124227	0.405039118	1738.058724	971.3907611	193.4841308	0.794356468	0.512116801	1790.936844	1058.570403	218.2816108	0	-0.368106624	1801.29978	1068.487983	236.2975119	0	-0.396813698	1745.055708	974.0998579	210.8883909	0.817051059	0.415470268	1745.646829	973.8635284	214.4615126	0.823192973	0.408149475	1743.025257	967.974534	204.0889666	0.809456713	0.432096947	1738.040457	970.773452	195.0615946	0.800943315	0.539117865	1791.072651	1055.701189	222.5786675	0	-0.357492045	1799.301621	1063.492213	239.7415098	0	-0.378902882	1594	19371	0.082287956	3169	14422	4	867
43	C40-01_05_04	Up	Up1	T1_B2	T1	B2	T3_IMG_6323_C.jpg	T3	333.8189415	1335.334262	23.00356972	0.493458842	0.091029797	359	58	10.28066782	0.745910723	8.972742447	11.92330824	334.019259	1335.355632	22.91807023	0.505366713	0.095060293	333.9972878	1335.627224	23.39337061	0.52264132	0.090367192	334.6549066	1336.564583	23.97195748	0.667469629	0.122617335	336.09202	1337.35705	23.60577029	0.725611012	-0.040546611	333.3666582	1334.042158	22.22728079	0.476171807	-0.564471527	333.3320272	1337.54836	27.58018753	0.631849146	-0.513396458	334.6680582	1335.612283	20.43503091	0.586206876	0.48566922	335.398102	1337.612364	20.34829681	0.771254107	0.231548681	374.5524666	1394.669339	0	0	-0.569706959	331.1899892	1332.911521	31.31977543	0.830833082	-0.665094723	331.5949262	1331.168281	26.51496079	0	-0.680917269	338.4802966	1331.764938	25.51913956	0	0.988683044	351.7075234	1341.846561	210.0707954	0.885279823	0.16193535	15485	550	76.12660352	22.34799561	42.51365622	120.4388342	353.5264878	1342.243731	202.8027118	0.885785746	0.164133639	353.5019122	1343.335092	204.8408612	0.885147261	0.160895597	362.1134111	1344.784986	216.2330672	0.893227105	0.141508296	360.6883537	1344.52007	174.3650445	0.878610554	0.175617607	349.0712127	1339.50464	174.4160236	0.857132181	0.187468668	347.4330684	1342.80524	185.8666315	0.860622516	0.170317253	354.0477192	1342.468964	203.9535428	0.889221896	0.165161516	354.0245925	1343.805968	206.8134375	0.887281449	0.161023895	363.6018724	1342.492202	205.9846473	0.900539414	0.16167232	362.8713418	1345.537738	176.9438362	0.902242554	0.167414852	350.84408	1340.319701	175.5454232	0.878071461	0.194600647	348.6340806	1344.772438	187.6303827	0.87036401	0.173745684	359	15485	0.023183726	7092	7874	0	38
54	C40-01_05_04	Down	Down1	T1_B2	T1	B2	T3_IMG_6323_C.jpg	T3	358.8499062	1573.320826	30.07001801	0.610555792	-0.271124463	533	77	12.59657415	2.007312906	8.254766533	15.79695439	359.2365614	1572.940198	29.71629253	0.581383457	-0.316161346	359.2372277	1572.923889	30.59257889	0.595638383	-0.342185308	360.4396288	1571.383469	29.11141467	0.505323327	-0.401016089	361.3786081	1570.043852	27.14221353	0.354755253	-0.888228889	357.5407366	1576.598154	31.44189908	0.876051145	0.085439479	357.2540525	1579.885682	41.74178929	0	0.029027704	360.0726046	1572.083585	26.60539181	0.41863293	-0.482156253	360.5864112	1571.573075	28.86919168	0.507805995	-0.580317706	404.4335631	1523.546133	0	0	0.763365341	342.8541832	1595.256095	46.72345431	0	0.502078654	356.2630914	1578.478491	33.48415748	0.961251206	0.190328056	354.9106598	1582.63917	46.72704427	0	0.109192676	365.2672701	1582.794664	243.9723171	0.943228417	-0.031247251	14693	601	81.76017117	31.41665658	39.46571477	140.4542436	361.5530488	1582.451016	236.5493682	0.94230052	-0.027729799	362.9423	1582.256117	238.4697882	0.942486723	-0.027154618	360.8503772	1579.4168	242.6550618	0.943707749	-0.011594492	349.2616121	1579.719171	208.2890043	0.937498241	-0.019899431	364.2275366	1592.086272	227.0472809	0.957626989	-0.102715916	371.0092635	1591.388796	239.4704498	0.960665707	-0.111390107	361.2033876	1582.446027	237.2939005	0.941444543	-0.025020325	363.1131653	1582.133795	240.5964413	0.941563598	-0.025058917	352.9040203	1577.180532	207.8676907	0.93150046	-0.016598483	350.3119423	1579.27122	212.6540381	0.943173372	-0.014541212	366.5540326	1591.061771	236.8362223	0.960391892	-0.092929105	374.2615482	1590.737707	250.0141374	0.960484972	-0.101585964	533	14693	0.036275778	4790	9369	0	248
63	C40-01_05_04	Up	Up2	T3_B1	T3	B1	T3_IMG_6323_C.jpg	T3	364.1440678	1819.256356	27.60996765	0.610301796	-0.938429235	472	69	11.86471098	1.116367643	10.14087911	13.80179709	364.2632802	1819.228247	27.60454867	0.623026954	-0.920032789	364.3461868	1819.540687	28.26520526	0.630517829	-0.922238865	364.9611488	1819.991004	27.58038779	0.678025018	-0.855346566	365.2818216	1820.915496	29.13344621	0.778354491	-0.790293256	363.4947801	1817.28222	29.73905544	0.630553218	-0.924642997	365.923602	1821.091746	42.18912118	0.751035055	-0.95720228	364.6251719	1819.257793	26.81673834	0.677678122	-0.886841244	365.1393137	1820.477865	28.54552921	0.71215881	-0.818918743	369.6735626	1824.887374	24.28123202	0	-0.680153011	361.3827957	1816.915738	34.27041162	0.644763325	-1.051185792	361.7291846	1814.267607	35.26532278	0.804548943	-0.808188589	362.866693	1816.682254	0	0	0.657451059	386.761774	1817.810841	221.9189459	0.922893805	0.105595606	14205	536	74.9318475	25.80682358	35.21207558	123.5784329	393.192371	1819.965151	218.0814467	0.930614558	0.105128059	390.801781	1819.739659	218.6566873	0.928013743	0.097942551	399.4674726	1821.856539	226.6583689	0.933039685	0.106541698	414.2508195	1824.447154	196.2146663	0.957901391	0.128268007	445.4126406	1841.805937	46.75844523	0	-1.10181257	391.358288	1822.829195	185.9763451	0.922404498	-0.005015747	395.1244909	1820.889803	217.7536306	0.933584521	0.109000163	392.1125052	1820.643222	220.2132402	0.929973804	0.098756046	403.91405	1820.704505	199.8243981	0.936319904	0.135766418	416.2707209	1824.59202	203.3471323	0.973411507	0.153272272	492.5167337	1855.071788	0	0	-1.236998828	394.7631313	1826.246537	185.8927501	0.942539027	-0.033219464	472	14205	0.033227737	12391	1342	24	231
76	C40-01_05_04	Down	Down2	T3_B1	T3	B1	T3_IMG_6323_C.jpg	T3	400.4158607	2061.7853	27.33095538	0.470047228	-0.345375978	517	71	12.38702266	0.685291528	10.9811203	13.71877259	400.6584799	2061.793317	27.18976465	0.476930938	-0.233734767	400.6713436	2061.899998	27.81745143	0.483906591	-0.194055792	401.773635	2062.262457	27.1352549	0.506294645	-0.108905736	312.4047041	2030.679201	51.9645348	0	-1.244414213	400.5458145	2061.31844	26.8905522	0.513887947	0.11361574	398.0730741	2060.384082	26.57520099	0.968876429	-1.012063303	400.9487782	2061.984228	26.47782601	0.628072919	0.154474518	400.8891605	2062.981459	28.96100661	0.796294711	0.258176663	403.8990073	2066.73938	24.00239531	0	0.01265791	401.3395581	2059.330726	31.98401432	0.583676522	-0.718614378	407.9084718	2049.641554	32.71008767	0	0.487421514	398.8069313	2061.389554	31.7626164	0.8447347	-1.075649706	388.9447804	2044.631672	242.2394646	0.940298335	-0.12474419	15212	571	80.26870845	29.06227667	38.04624051	134.5700546	388.0888415	2044.051402	237.6356301	0.943409224	-0.124097254	388.4090011	2043.320562	239.2756533	0.943891529	-0.122748261	389.1133677	2040.60939	254.6054882	0.9505476	-0.108116445	379.7314032	2040.075446	232.871259	0.956712435	-0.134901671	388.9303033	2046.227722	210.7847539	0.949126474	-0.142357798	390.7318057	2042.772573	220.3345191	0.951747318	-0.130097789	387.875392	2044.448081	238.0180152	0.943337318	-0.121875543	388.3644402	2043.544393	240.6656206	0.943096018	-0.121597736	385.4830535	2040.339703	243.5895214	0.952008561	-0.099319455	380.948212	2036.185151	231.469109	0.984299955	-0.13163441	388.4337922	2047.560602	206.542252	0.948536193	-0.122355957	389.9413132	2044.125246	218.3220877	0.944623334	-0.117727761	517	15212	0.033986327	3743	10864	0	15
45	C43-01_05_16	Up	Up1	T2_D2	T2	D2	T3_IMG_6323_C.jpg	T3	2612.280269	1402.872197	25.72794758	0.499889363	-0.720557985	446	69	11.46282355	0.886561325	9.782726784	13.23829551	2612.404177	1402.92325	25.60860321	0.521472188	-0.670378005	2612.260158	1403.059909	25.80197005	0.531385849	-0.683057205	2612.254058	1404.254433	25.83833898	0.621980549	-0.589511778	2612.531498	1403.682153	25.02030149	0.6518071	-0.55720994	2613.235273	1398.685088	26.49510603	0.685893003	0.078313367	2612.685608	1399.450329	26.89082116	0.54484655	-0.081344135	2612.755283	1402.889482	24.61842309	0.687524246	-0.43496848	2612.285393	1403.447364	24.84490596	0.722725402	-0.481515597	2613.391236	1420.901942	20.95429028	0	-0.125468549	2608.739669	1396.048735	65.79551932	0.754466701	1.523354135	2613.489738	1398.973552	29.20983775	0.248554408	0.848192747	2612.808531	1400.205048	32.96473448	0.471323919	-1.317531028	2628.085521	1390.965121	266.7279966	0.923127021	0.383817631	20299	684	91.73244934	32.98083821	39.95960463	155.8970771	2633.711573	1394.506052	262.001035	0.926837559	0.374228122	2631.170101	1393.923961	261.4744773	0.925861596	0.37007054	2636.992323	1395.14241	258.6427294	0.91810163	0.371201512	2650.646764	1405.111841	239.0822182	0.94579346	0.321398533	2655.086284	1407.870319	211.0231716	0.916964646	0.239110734	2624.206118	1392.955667	265.4080555	0.92861937	0.356571696	2635.479517	1395.654123	264.8606242	0.929445354	0.377095675	2632.558592	1395.183479	265.1310907	0.927941312	0.369080045	2637.682419	1393.080922	242.2744997	0.913908276	0.410373363	2655.127505	1407.679238	247.0881691	0.956210499	0.324636073	2661.051222	1409.684915	201.0752087	0.923217284	0.215399231	2624.278143	1395.810965	268.735168	0.93029612	0.331768494	446	20299	0.021971526	18661	1170	110	336
